 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve,target_class
121.9765625,47.3310259,0.162194327,0.142384177,3.847826087,21.54334327,0
113.09375,47.49875615,0.027381007,0.193492519,2.514214047,15.17106355,0
131.5625,48.72735852,0.002854896,-0.177019058,2.086120401,14.25373652,0
109.6171875,40.26108564,0.184766134,1.075601216,0.650501672,11.55682159,0
130.8203125,53.42071134,0.018593633,-0.3087087,2.722408027,18.07694071,0
139.6015625,50.04300336,-0.155640612,-0.147394914,2.72993311,14.55860514,0
118.078125,54.16794044,0.157460214,-0.302446437,3.165551839,16.97921267,0
131.7109375,51.59444501,-0.04619417,-0.095621338,4.301839465,25.89356327,0
95.6328125,37.31158313,0.59657018,2.196855376,2.22826087,16.90561752,0
139.09375,44.75583717,-0.136164042,0.144307832,0.836120401,9.872425349,0
127.6015625,57.40445048,-0.004333743,-0.269266612,0.655518395,,0
119.7578125,46.00674986,,0.323822141,10.83361204,42.17470323,0
14.890625,30.61664028,6.169028053,39.26874638,118.1237458,62.87211423,1
98.0625,43.70654091,0.321597583,0.926466995,2.141304348,,0
90.9296875,45.51822842,0.69321695,0.943858543,0.581939799,10.79494842,0
155.4609375,39.42950639,-0.149431762,1.119860664,1.549331104,11.818658,0
135.609375,52.95063066,0.034384634,-0.359781103,3.37541806,21.43439936,0
58.5625,49.37084634,2.466237711,5.826625538,29.47073579,62.68394987,1
122.8359375,48.13356699,0.124259221,0.036619506,3.252508361,19.25149828,0
67.5625,39.85123704,,7.763682214,34.17140468,63.34727943,1
111.234375,39.28411821,0.706400737,1.910658738,15.73745819,49.57499607,0
139.34375,40.11281698,-0.003204526,1.155568274,4.990802676,27.62770438,0
80.0390625,38.11442524,0.753064749,2.447408267,6.413879599,30.9503882,0
129.8671875,47.47209231,-0.125938944,-0.004480726,3.346989967,19.18587567,0
125.8125,55.41938825,0.11932642,-0.576205874,1.488294314,11.37814737,0
117.90625,44.92501348,0.440930812,0.31289228,11.50250836,40.27764213,0
114.5234375,44.16746626,0.255155145,0.469436973,0.873745819,9.879962477,0
41.890625,47.21133245,3.003052883,8.580386053,71.99331104,73.06713335,1
42.5546875,43.10394569,3.603753261,13.37784737,76.10953177,69.86918409,1
48.3125,31.36148862,,18.55715856,85.37123746,,1
124.921875,44.7108085,0.257496662,0.478776791,3.164715719,20.6732129,0
103.6875,46.75096089,0.409013173,0.380316152,1.580267559,,0
142.3203125,60.41095379,-0.036172486,-0.736974819,6.277591973,25.24620968,0
93.765625,37.13436001,0.694788717,1.783843426,1.108695652,12.7154302,0
101.046875,43.50661936,0.460503773,0.946434846,3.592809365,20.65626263,0
107.3828125,52.50195251,0.391443471,-0.113903441,2.075250836,15.35317849,0
85.859375,39.98256151,0.699974786,1.931363685,3.668060201,18.31901483,0
81.125,38.25347206,,2.260312475,1.647157191,12.19185746,0
120.390625,51.91462859,0.0206158,-0.357913429,26.76588629,63.62689404,0
123.8671875,41.51851452,-0.004028403,0.449698432,2.023411371,16.01293751,0
126.328125,44.01102656,,0.184954816,2.398829431,18.34554885,0
110.1015625,44.89777275,0.420535629,0.134953688,1.884615385,12.61575424,0
118.3515625,47.96932448,,0.149083725,1.185618729,14.21634066,0
120.5234375,47.75015786,0.134170431,0.10591677,1.403010033,,0
139.6015625,40.11396652,,0.576240204,5.959866221,27.54597971,0
118.3984375,48.93336347,0.159441084,0.041928293,11.85535117,48.77758182,0
85.546875,37.10034101,,2.443917103,1.095317726,10.67876702,0
126,44.44079629,,0.51395655,1.381270903,15.82328574,0
131.03125,51.6420882,-0.026869236,-0.195620428,1.777591973,15.10041195,0
110.6640625,46.55847757,,0.125224384,3.012541806,19.65685588,0
49.9609375,30.22168157,,21.10946688,22.39297659,56.5716264,1
110.6171875,45.96774023,0.364951176,0.585304653,2.461538462,16.19971589,0
94.671875,44.28266968,0.315843056,0.929778143,1.144648829,,0
128.8828125,57.06528896,-0.105608339,-0.32047255,0.971571906,9.668114397,0
138.890625,47.88809129,-0.028839198,-0.212770788,1.960702341,15.43296956,0
92.2421875,40.92041554,0.529596865,1.420313207,1.845317726,,0
19.8125,34.99748875,,26.27043344,76.28177258,85.41481529,1
110.078125,46.50363047,0.140074621,0.093053192,3.413879599,19.38144929,0
98.609375,55.63921649,0.534804526,-0.078603433,3.690635452,19.72616752,0
112.234375,62.63316868,0.267969926,-0.793115693,1.943979933,12.20385811,0
39.375,34.85348799,4.034706553,19.99365681,42.42892977,69.87893831,1
122.25,53.81841576,0.110718664,-0.368009298,5.641304348,,0
107.3984375,48.14923738,0.260241011,0.21431017,2.539297659,14.88436906,0
113.078125,54.27053318,0.211547168,-0.337782486,3.452341137,18.44589583,0
120.3671875,56.46969197,0.171459088,-0.272106245,1.888795987,,0
113.0234375,50.4350549,0.042195067,-0.238392187,6.60451505,34.02858743,0
106.8203125,45.0417226,0.269854152,0.404775474,1.975752508,13.24203227,0
111.0625,41.0945461,0.296454157,0.602521513,1.158862876,14.4404502,0
159.328125,55.45100729,-0.696563295,-0.088413471,168.069398,82.06931384,0
125.3203125,55.91203102,0.174962397,-0.438209802,5.54180602,30.05278118,0
102.46875,43.73587942,0.368447503,0.714818084,1.066053512,13.35024024,0
114.125,38.00041118,0.400332389,1.1371707,2.18729097,14.45758549,0
117.953125,46.97453755,0.337101361,0.103494592,1.256688963,15.51539845,0
100.1484375,41.15786867,0.618729646,1.52441022,1.732441472,16.48695596,0
108.7265625,44.47237816,,1.006535689,1.156354515,12.46700534,0
97.4375,48.1460587,0.651117268,0.310155845,2.709866221,16.54497073,0
96.078125,47.47394176,0.42675654,0.194756563,1.489966555,13.82090655,0
130.171875,53.4092556,0.090276517,-0.389750559,1.10367893,11.53912727,0
98.0703125,50.2747426,0.54293304,0.15306253,3.090301003,21.26961514,0
109.7890625,49.63974157,0.240458562,-0.08960456,10.64214047,38.11815854,0
104.828125,45.19404506,0.339590523,0.1266427,4.507525084,,0
129.109375,67.38952005,-0.055392582,-1.322977795,154.8929766,67.13693577,0
124.140625,45.73355824,0.215047065,0.183148003,14.48996656,,0
132.4140625,49.04502513,,0.179580122,2.994983278,,0
38.71875,28.33503174,4.756850092,31.2113446,65.59698997,79.19010903,1
129.65625,52.00126764,,-0.149760025,2.559364548,14.89631908,0
137.7578125,59.13249769,-0.075300045,-0.825658758,87.2132107,90.9649526,0
114.96875,50.33760049,0.282526439,-0.334320061,1.269230769,15.23800333,0
121.109375,56.34994376,0.119964408,-0.520648313,2.453177258,,0
87.15625,38.14946705,,1.845426762,9.469063545,34.97569456,0
109.4296875,43.11352811,0.20369864,0.323566386,0.608695652,9.776125685,0
127.15625,46.70208733,,0.083427608,3.380434783,21.05987447,0
119.0546875,56.36104436,0.496350015,-0.238969221,2.690635452,18.04086626,0
83.0625,36.78224563,0.538980864,2.46232529,0.964046823,13.6317875,0
127.890625,51.25979089,0.051091036,-0.405367663,2.027591973,13.22692632,0
121.3359375,40.16572648,,0.491398737,7.254180602,31.27471236,0
110.8984375,48.56227314,0.170372017,0.096241076,1.600334448,12.92721326,0
117.1015625,56.74047825,0.174826553,-0.585750817,3.847826087,25.72273542,0
111.6640625,42.49894803,0.15832364,0.466076585,4.18812709,27.17502837,0
109.9765625,45.91763428,0.198342059,0.340106689,4.055183946,18.88626312,0
9.234375,30.8046984,,41.45140851,114.7934783,49.01487718,1
124.46875,47.52613385,,0.662919209,3.272575251,22.30450448,0
110.0546875,44.63223131,0.058610499,0.332216599,0.974916388,13.11950626,0
128.7578125,55.28629267,-0.04881015,-0.374883913,2.144648829,13.77452133,0
122.8046875,44.06831674,0.158970472,0.298252314,1.423076923,11.74043135,0
150.7890625,62.11376311,-0.805191136,-0.16874534,200.5,54.83693523,0
129.375,60.30210403,-0.14220215,-0.532189049,0.943143813,11.89615511,0
122,52.32724553,,-0.080909069,1.759197324,16.10979907,0
77.78125,41.38556087,0.760277605,1.611028613,1.889632107,,0
98.7578125,40.76068612,0.397650083,1.200716497,2.659698997,19.1194209,0
128.34375,41.31631743,0.097544059,0.834374114,6.773411371,32.2657184,0
93.7421875,37.09220902,0.257999452,1.848026758,5.426421405,29.12481107,0
137.828125,47.7156469,-0.049543164,-0.238611658,2.273411371,14.48109119,0
128.2890625,47.77047211,0.164223983,-0.051748369,4.651337793,26.96745852,0
134.8828125,50.5271618,0.093248493,-0.035232256,16.50250836,55.56636781,0
106.5625,46.32826992,0.442697486,-0.12939123,93.00334448,93.02720134,0
127.5703125,52.57742559,-0.02729173,-0.395729262,3.480769231,24.7504697,1
131.7890625,54.27946382,0.299075552,-0.275467145,3.743311037,22.75722893,0
112.71875,50.65615361,-0.018665361,-0.194670933,3.397993311,23.41805172,1
125.6875,54.40067641,0.065459445,-0.538645611,3.986622074,23.02662749,0
122.046875,46.60972595,,0.241957598,2.331103679,17.02464481,0
118.015625,46.77789682,,-0.238343012,2.389632107,13.61966754,0
119.5234375,44.19841005,0.026661843,0.35264129,1.828595318,12.67406768,0
62.3515625,37.78363358,3.028611424,12.85167811,41.74331104,70.71289043,1
133.3203125,53.5037869,0.147843117,-0.305717836,6.331939799,33.46759052,0
127.5859375,58.74913927,0.079572319,-0.522635889,9.987458194,39.65164798,0
70.984375,47.46281182,1.698129534,3.342902637,6.898829431,30.63443914,1
124.7265625,45.96342208,0.22263491,-0.151494741,0.898829431,9.570490038,0
97.625,42.73226972,0.263152946,0.588864521,2.698160535,17.14613649,0
109.296875,52.19006122,0.324989984,-0.093139171,1.214882943,11.17082975,0
134.65625,52.12866257,,-0.424615044,0.892140468,12.53353649,0
129.90625,48.62217818,0.038773097,-0.17251288,3.319397993,22.72505413,0
137.3828125,52.03276028,0.021787591,-0.621113298,2.676421405,15.58040358,0
74.8515625,34.83534705,,8.119674898,5.142140468,27.71320267,1
114.8359375,51.10356784,,-0.238581729,3.044314381,20.68089798,0
9.3359375,34.08726791,5.666405473,32.74425795,88.47909699,52.04029887,1
67.0703125,34.0420658,2.311709149,10.57798028,4.969063545,28.09762388,1
103.734375,45.95216337,0.452157712,0.370658686,2.257525084,13.82489279,0
135.8984375,52.21796863,-0.046725175,0.116962866,6.185618729,29.7743014,0
127.859375,48.60036882,-0.012876196,-0.384992309,1.867056856,12.69930943,0
130.3359375,46.4105789,0.186495058,0.247590531,1.871237458,12.29181725,0
40.8046875,49.07345556,3.287712514,9.992256215,116.3578595,81.98972546,1
118.1640625,50.28058419,,-0.443982435,15.60367893,48.41209445,0
121.5625,45.85962787,,0.137465955,2.341137124,16.16213876,0
31.59375,33.38165605,4.32401085,21.06324237,67.14548495,70.7444686,1
122.1484375,50.43577132,0.263185765,0.144533524,2.594481605,19.91726876,0
102.515625,38.12970962,,1.227391124,2.760033445,,0
32.921875,33.67180974,4.655360766,24.0367114,37.99916388,65.91602415,1
110.03125,55.31641053,,0.063902792,116.5844482,91.33335278,0
71.8359375,41.58458574,1.36749263,3.81361683,2.822742475,21.74414967,1
117.71875,47.40202684,0.160251379,-0.346978043,3.451505017,19.74829461,0
109.703125,48.4499354,0.495518625,0.123941829,2.60451505,18.52165721,0
107.2109375,50.16031367,0.15864012,0.167519405,1.989966555,12.96005826,0
159.671875,47.00384116,-0.304295563,-0.069956681,2.224916388,18.55973132,0
111.109375,51.41212685,0.313988181,-0.107084506,1.628762542,13.86253494,0
133.40625,42.26487118,0.315251226,0.753635958,2.56270903,15.86097356,0
161.4921875,60.72877665,-0.905780389,-0.048035446,177.5133779,63.38262257,0
130.5,48.99776781,-0.081944534,-0.158658453,2.982441472,19.13712687,0
124.515625,45.62602471,0.361288491,0.540444945,2.806020067,,0
85.265625,36.92887682,0.853498345,2.637092602,1.586956522,10.99817393,0
60.921875,52.62033967,2.341728151,5.160033972,0.486622074,7.658622807,1
85.4765625,41.95309227,0.692417107,1.650050145,1.886287625,15.44773622,0
128.2109375,47.61788863,0.222572209,-0.309684164,0.785117057,11.32603532,0
124.0859375,58.16947591,0.152932139,-0.523367879,2.123745819,13.83646984,0
112.421875,50.52020162,0.223546506,-0.445700783,2.600334448,,0
103.7421875,49.47778007,0.47292594,0.057490889,1.285117057,15.59670917,0
105.34375,57.64078383,0.218381814,-0.70011187,8.41638796,38.68618533,0
54.5078125,35.7617979,,14.7187148,24.07441472,57.79839238,1
138.7734375,43.03291161,,0.495926759,1.165551839,13.85849475,0
96.90625,36.79959186,,1.885337692,3.482441472,18.72389222,0
50.515625,27.20264934,3.644463097,24.13786255,33.49331104,65.78648794,1
118.7265625,52.54874446,0.215703639,-0.415202246,2.224080268,14.35712525,0
46.2421875,31.67775888,3.68324294,18.24347102,18.81354515,48.79091132,1
148.7578125,43.79011484,-0.193741173,0.200557529,2.555183946,18.46553687,0
76.1328125,38.57245032,0.776761905,2.256293755,1.389632107,15.89004946,0
122.8984375,41.38120041,0.259921508,0.720035616,1.08361204,13.85446449,0
110.734375,52.99727062,0.334865815,-0.342738007,5.555183946,31.29174613,0
106.71875,38.06592503,0.513824912,2.038927698,1.801003344,13.88837002,0
116.1015625,42.33826576,0.156819789,0.386706583,1.040133779,11.01542221,0
132.1484375,43.18765193,0.087881954,0.406906979,2.16638796,15.8750843,0
126.625,55.72182584,0.002946216,-0.303218137,0.534280936,8.588881866,0
84.28125,38.86574196,0.453524477,1.783457469,2.753344482,18.54345517,0
147.15625,45.82105778,-0.441836412,0.350294384,3.943143813,20.58866408,0
48.09375,39.64499446,2.769881783,9.862980618,25.33862876,58.64148953,1
119.125,48.40486804,0.114413407,-0.258376181,2.510869565,20.0270899,0
122.8984375,52.64160068,-0.125243256,-0.415331192,3.852842809,23.33377309,0
139.1640625,48.22291619,-0.064396847,-0.133645951,3.295150502,22.56278516,0
113.9296875,48.35855399,0.131681121,-0.334101445,2.032608696,,0
84.453125,44.78976225,0.962164479,1.906319437,6.025919732,29.8443313,0
129.9296875,50.91340436,0.022483165,-0.244044358,1.986622074,14.89909724,0
132.359375,45.39888049,-0.035638858,0.343309841,2.463210702,16.22828833,0
126.609375,54.86691774,0.113097091,-0.481481775,3.408026756,20.56600604,0
108.109375,55.36557967,0.18376964,-0.251939162,5.933946488,29.09418137,0
94.6953125,46.57513396,0.335469844,0.153277345,3.459866221,24.04283165,1
111.5390625,32.63981999,0.278269222,3.121111336,2.204013378,13.06934875,0
166.2421875,53.34333752,-0.943275425,0.576726895,190.2382943,68.16085567,0
118.2109375,42.79505162,0.374915484,1.013351795,2.238294314,13.09698471,0
123.5546875,57.00326315,0.179982089,-0.500010301,15.07107023,42.64607945,0
111.25,46.34466663,0.23238532,0.011762757,1.659698997,15.61419519,0
114.4921875,49.40900666,0.151193614,-0.482835019,2.364548495,13.5043365,0
112.984375,55.82785824,0.300864769,-0.25151379,2.174749164,13.50301829,0
29.6875,33.71311642,4.67694701,24.86430553,38.55434783,59.37636791,1
138.1640625,43.61385555,0.076882213,0.680564538,15.24080268,46.67786719,0
143.7890625,46.16794281,-0.179908686,0.315830564,1.336120401,14.51129417,0
119.7890625,49.05125705,0.32091331,-0.160630607,7.070234114,35.23098767,0
150.484375,52.85282992,-0.307301946,-0.304182922,89.55602007,97.68279857,0
100.578125,43.44547757,0.503283195,0.54262888,5.547658863,,0
108.875,41.52239607,0.404870992,0.429777215,2.245819398,14.57507749,0
88.515625,43.69639294,,0.806740712,1.460702341,10.69379032,0
147.390625,43.34729561,-0.142812807,0.241721583,2.954849498,18.6193062,0
96.5390625,49.03982794,,-0.022269944,0.445652174,9.121598986,0
132.125,52.14837605,-0.054497472,-0.490855991,5.016722408,25.90727719,0
153.3359375,62.3126288,-0.682830937,-0.544747975,0.830267559,9.063900996,0
113.1875,51.43104455,0.002098728,-0.365369513,4.759197324,23.95851782,0
101.7265625,49.59834215,0.337671454,0.020867519,1.123745819,11.16528624,0
55.1875,35.72677349,2.206251292,8.562220145,32.5083612,59.49815851,1
86.9453125,39.86879039,0.390500004,1.560608612,4.288461538,25.35130232,0
89.0546875,39.55698196,0.719055589,2.06601089,2.341137124,19.03031414,0
85.578125,45.34461954,1.5705241,3.205262034,1.83277592,14.83472366,1
120.3203125,49.4007739,0.257645004,-0.141097048,2.913043478,21.40708625,0
114.9140625,53.7808091,0.419768208,-0.143896977,3.064381271,19.89479106,0
123.953125,49.13102052,0.018147821,-0.433768691,0.888795987,11.54257097,0
90.09375,35.5308927,0.592940297,2.573490259,6.245819398,,0
132.6328125,40.62035956,,0.600190535,2.289297659,14.8038994,0
102.796875,39.93321757,0.480245463,1.545534008,4.443979933,23.38447815,0
109.3984375,43.93644911,0.307220039,0.724422829,4.246655518,26.47656622,0
81.765625,38.72266866,0.649972887,2.058924398,2.682274247,15.52167716,0
118.8203125,45.09771225,0.226520706,0.321414341,3.317725753,18.9911805,0
128.9375,54.08987746,0.057094975,-0.339099406,1.858695652,12.94415325,0
108.4375,48.41822197,0.377282625,0.232565912,1.842809365,12.28107444,0
128.78125,60.10536809,-0.028557242,-0.518617328,3.5,22.31919177,0
22.875,29.15315163,6.528522936,45.67052231,113.9247492,80.82252341,1
115.84375,46.37220974,0.35580206,0.193378814,2.560200669,15.4692668,0
104.3984375,54.915324,0.448082802,-0.33969223,1.123745819,15.16077951,0
112.25,50.91813282,0.310629235,-0.058318617,1.794314381,11.36640452,0
104.7890625,52.87347107,,-0.065959871,1.911371237,13.4748808,0
135.3359375,43.82320257,,0.077958789,6.887123746,34.12626272,0
112.8046875,41.18898112,,0.761490479,5.455685619,26.05751054,0
84.1328125,41.4214941,,1.340533689,2.008361204,14.85115438,0
142.34375,56.25658816,-0.231595511,-0.484903669,142.8269231,79.58912661,0
77.390625,36.72261615,1.048423717,3.333424799,2.289297659,14.21802,0
127.3984375,46.64817451,0.21800736,0.254783226,6.414715719,28.57054727,0
122.546875,51.4401745,0.301560145,0.098437577,2.22909699,18.34013517,0
148.125,48.7278796,,-0.258016951,4.805183946,29.64626469,0
111.59375,44.50376345,,1.501295746,12.77508361,46.11078431,0
111.0390625,45.43133595,0.393403619,0.660687563,2.120401338,16.0995716,0
124.8671875,48.55544046,0.413911061,0.012076467,3.114548495,22.6009683,0
125.765625,48.75792954,0.242887703,-0.203864305,0.836120401,,0
115.234375,40.23029105,0.284591087,1.03689603,2.795150502,16.44654897,0
104.109375,39.32084259,0.480054564,1.451130929,4.564381271,,0
112.7265625,40.21635139,0.088744325,1.240098829,1.014214047,12.70118231,0
129.703125,51.58236123,,-0.376730678,2.106187291,15.42387483,0
101.4375,40.8590852,0.467907143,0.573404013,2.631270903,18.55170823,0
129.140625,49.99948974,0.165773225,-0.095272831,1.622909699,15.94338154,0
103.9140625,42.31892074,0.23701796,0.423446564,2.326086957,18.30270431,0
120.1796875,48.44398079,0.087662994,-0.225399576,2.08277592,,0
142.5078125,45.52283014,-0.328162243,0.181163155,2.632943144,20.81330979,0
56.7578125,35.26877738,,14.41932581,38.05769231,71.2388407,1
119.34375,55.49147422,0.03208862,-0.558228549,2.665551839,14.9594832,0
8.578125,33.61793824,5.823671052,33.92976076,141.3152174,79.27104219,1
71.4765625,36.95287642,1.637756192,5.393193613,13.47993311,46.38506238,1
114.28125,49.92775053,0.423292364,0.046840846,1.647993311,14.8412673,0
78.4921875,37.91664297,0.959390245,2.787533437,2.690635452,14.00177769,0
125.9921875,51.63218717,0.066295975,-0.366356596,1.630434783,14.54179342,0
90.46875,41.49434026,0.604795124,1.391306273,3.072742475,21.27838791,0
103.8046875,47.37072187,,-0.033519528,1.095317726,10.25515344,0
110.9296875,46.94131702,,-0.321205087,2.859531773,15.58358629,0
105.265625,47.13353444,0.349804619,0.076541563,1.571070234,11.51264243,0
152.8828125,52.66174802,,-0.209465605,41.02006689,78.63692189,0
94.984375,53.57310781,0.514041811,-0.25405004,2.490802676,,0
124.75,47.65320687,0.200127216,0.090201115,2.691471572,19.48198621,0
101.71875,48.48420128,0.360482542,0.093926219,1.130434783,,0
125.765625,50.13769857,0.104840593,-0.368207209,1.91722408,12.9919838,0
136.9453125,57.07852439,,-0.752266542,0.62541806,8.488049207,0
102.6171875,49.69235371,0.230438984,0.193325371,1.489130435,16.00441146,0
106.53125,45.13485652,0.639084776,0.715394461,4.015886288,24.5422763,0
58.5703125,40.79343613,2.644697701,9.397979894,18.9632107,50.77822774,1
119.34375,56.14273627,0.016372746,-0.364706579,2.387123746,15.70941609,0
117.3671875,52.26463179,0.188009191,-0.520985699,1.498327759,16.34169516,0
142.953125,45.77012183,-0.074739854,-0.00551601,1.883779264,14.91191655,0
123.03125,39.56717735,0.180047157,1.058244368,0.850334448,12.62675564,0
125.7734375,53.76863265,0.321062559,-0.201281082,3.289297659,24.76872797,0
128,46.41524534,0.114325376,0.22685482,3.181438127,23.34784278,0
87.4921875,36.30685113,0.530112276,2.589171104,1.684782609,17.20018285,0
124.1328125,58.08673083,0.133981137,-0.611479841,13.909699,40.55893197,0
126.1796875,56.99635865,,-0.329316986,0.423913043,8.533334013,0
105.6875,41.73984719,0.087727343,0.683177169,1.654682274,12.47936034,0
110.546875,48.02552371,0.317969022,0.229941326,1.204849498,12.4211497,0
75.171875,42.48641499,1.80484713,3.566891849,31.56020067,64.44251973,1
140.125,43.09691114,0.166251862,0.321971594,0.843645485,11.77740033,0
146.1484375,41.72118951,-0.191058385,0.668270478,2.898829431,22.46540928,0
125.4375,55.22181832,-0.306044841,-0.361281676,4.894648829,30.72296002,0
119.6171875,55.25864201,0.103762869,-0.268105481,2.069397993,13.38156397,0
82.234375,36.1292135,0.89089671,2.863593784,9.016722408,35.90753251,0
94.546875,43.08836476,0.612231365,1.066212202,1.482441472,,0
142.34375,43.65658554,0.055610438,0.388147368,2.467391304,14.92477593,0
64.2109375,29.44503681,2.563082588,13.72383566,4.237458194,27.70059949,0
12.5078125,27.59755313,7.572576517,58.2945011,42.61287625,59.37783446,1
117.5078125,40.78851632,0.125276128,0.773515768,2.785953177,16.66021847,0
130.3046875,51.61570113,,-0.311517068,2.474080268,19.05111494,0
135.0078125,55.55972238,-0.08692224,-0.514271214,20.59280936,48.50015255,0
13.78125,26.97045186,6.831869497,52.2196243,101.5091973,57.07523711,1
98.0234375,44.20167998,,0.938276258,2.005852843,17.36565632,0
124.7109375,54.43748599,0.08559393,-0.819733801,121.7968227,69.50184442,0
100.21875,46.51829907,0.282239936,0.45280491,1.572742475,13.94928318,0
110.6015625,50.90391375,0.205045277,-0.086644772,1.211538462,,0
119.5,40.45715326,0.782728394,1.43310841,13.20819398,42.76840447,0
132.796875,48.2762816,0.217681581,-0.121311865,0.485785953,8.026750758,0
117.4296875,41.5593859,,0.490189229,1.484949833,17.18215243,0
106.6484375,40.04286567,0.555268574,0.994018035,7.339464883,29.67843515,0
10.71875,30.84612453,,40.41800566,110.0434783,70.86350898,1
25.484375,29.73344717,6.937638049,50.15797584,66.16638796,66.84136044,1
110.484375,51.4559861,0.235416056,-0.216854964,2.434782609,14.59434516,0
131.1640625,51.38150466,0.052180551,-0.160308136,9.47993311,39.34973661,0
118.640625,51.17795765,0.384220438,-0.010898376,2.398829431,16.65458544,0
110.46875,41.40028259,0.269005268,1.01137724,6.141304348,29.45021761,0
57.4453125,35.75061376,2.875335669,12.16126995,3.996655518,27.60310539,1
130.09375,51.05487818,0.11314922,-0.403470521,2.970735786,18.44557156,0
119.953125,51.70512235,-0.019278653,-0.120073676,1.217391304,13.706658,0
126.3359375,51.58219735,0.124029558,-0.124039831,3.143812709,19.09002752,0
98.09375,45.02801862,,1.276271362,2.549331104,20.20716473,0
111.921875,49.42333226,0.448649455,0.401759184,1.861204013,12.74764585,0
118.9453125,59.46668035,0.118942177,-0.898428741,130.0125418,92.17157556,0
130.0546875,52.2757575,0.09596382,-0.52502301,1.753344482,14.91599209,0
132.7578125,57.34350253,-0.10832174,-0.473577634,2.970735786,20.30461947,0
98.8828125,40.83036957,0.529013482,0.867791138,0.806856187,13.9411803,0
109.28125,50.46424128,0.553734857,0.196156997,89.08026756,93.82950049,0
132.015625,63.22393044,-0.10110303,-0.794937752,4.533444816,,0
114.875,40.89544596,0.276278707,1.123604796,0.953177258,10.7037243,0
119.796875,44.57198521,0.184917014,0.480636218,2.902173913,15.64877768,0
142.078125,45.28807262,-0.320328426,0.283952506,5.376254181,29.00989748,0
126.1484375,51.74835291,-0.105236956,-0.477203193,3.12541806,23.00376564,0
126.828125,45.28108555,-0.097235636,0.004767814,2.321906355,14.33746017,0
95.5546875,44.51155198,0.599631524,1.1032387,2.036789298,,0
117.4375,47.61068518,0.149848307,0.148917285,2.445652174,14.67882087,0
121.1953125,53.33532756,0.038902726,-0.482388545,1.805183946,13.37582579,0
101.96875,51.31260467,,0.269931371,3.629598662,,0
95.109375,43.30636399,0.366115935,1.417368335,2.989966555,22.6104476,1
134.9296875,43.71466137,0.177293674,0.151389101,5.448996656,27.44684569,0
139.25,47.35256725,-0.109306499,-0.247856335,4.647157191,24.67824893,0
119.984375,50.86685813,0.160614687,0.033648822,4.442307692,25.50200037,0
172.5625,43.71315413,-0.921973906,1.363436223,96.2416388,104.7754932,0
37.25,30.95132267,4.43751256,25.24357093,73.23494983,82.84329093,1
127.1171875,41.76527062,0.021758532,1.003734597,1.099498328,12.70468403,0
117.9140625,50.38430859,0.590232622,0.373170488,1.185618729,,0
134.34375,44.25819795,,0.405991733,3.900501672,19.8374911,0
113.5078125,43.5132875,0.084470213,0.319529919,0.757525084,12.13220383,0
85.671875,46.69868664,,1.100296625,109.5752508,82.2437351,0
70.15625,36.94874776,1.213402413,4.004146432,3.345317726,,0
111.9765625,50.20154144,0.197272034,-0.164020622,124.9632107,79.62433947,0
121.5,43.90009966,0.131233785,0.242227036,1.623745819,14.87396003,0
113.0703125,46.51162214,0.271261604,0.290072163,0.64548495,10.24318379,0
96.953125,35.61992494,0.551851658,2.333916069,2.75,19.03065319,0
14.1484375,35.02768767,4.999419405,26.678071,168.8712375,70.90820395,1
145.8359375,46.96337957,-0.174606503,0.06366492,1.897993311,12.95365921,0
116.828125,55.87305776,0.089774342,-0.487272722,2.506688963,17.15254563,0
118.171875,49.43700369,-0.080781275,0.147455547,1.850334448,11.77265871,0
110.7578125,44.76583974,0.28989748,0.098779021,5.281772575,27.25661594,0
101.109375,52.23523033,0.314269137,-0.190634375,1.173913043,14.68760045,0
126.3359375,56.49022003,0.093100391,-0.326721992,4.439799331,26.3800159,0
116.6640625,35.4527144,0.275948048,1.544679107,1.621237458,12.85152609,0
76.453125,35.72636005,0.989466091,3.877657508,3.715719064,22.19752737,0
142.046875,46.34616006,-0.232497125,-0.055719881,6.24916388,25.46309792,0
133.0234375,56.45967378,0.050622045,-0.675022961,2.314381271,14.16168558,0
122.8046875,52.81764895,0.131073625,-0.358660018,13.13210702,51.24902419,0
106.125,42.466163,0.149348062,0.487159507,1.323578595,11.33754584,0
90.078125,39.19235603,1.369902072,3.981459285,35.20986622,60.57315655,1
111.9453125,52.93618041,0.128733436,-0.539791224,1.549331104,12.45567692,0
160.8671875,61.81618051,-1.060827434,0.128833174,11.76923077,45.04464812,0
97.09375,50.17258301,0.577310894,0.338507503,1.259197324,15.19988473,0
95.9765625,35.3238289,0.523734072,1.958450591,1.981605351,17.18290342,0
137.125,44.0665335,-0.104827547,0.075824414,2.95735786,17.55490254,0
129.703125,43.53184168,0.08252364,0.50610269,1.105351171,11.69750873,0
112.9140625,52.33829671,0.1477515,-0.234054103,0.805183946,10.92202555,0
128.703125,42.32710409,-0.051495047,0.235410085,3.006688963,15.87698178,0
121.6953125,45.74992462,0.180281124,0.251769725,0.539297659,8.804697791,0
107.625,38.26878624,0.405080676,1.054423568,1.590301003,,0
124.1796875,56.79203201,0.105090876,-0.344208885,2.496655518,13.70157897,0
102.3203125,44.38009365,0.330856994,0.467960109,1.39548495,14.93435848,0
