 Mean of the integrated profile, Standard deviation of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
115.921875,51.59935946,-0.22591033,1.704013378,14.34714207,132.332432,0
111.6640625,55.93303437,-0.50100524,8.203177258,31.66013641,21.96437077,0
130.640625,50.3760444,-0.200793737,11.64297659,41.90497842,11.95490358,0
108.3828125,49.39684977,0.04487079,2.535117057,16.39162047,86.7249063,0
118.84375,45.9319193,0.137683548,2.33277592,,118.6696797,0
73.015625,35.62587376,4.099756873,1.751672241,18.04998742,121.4598511,0
84.4765625,50.00702526,2.359105176,8.35367893,35.96427754,19.06763528,1
115.484375,45.94153628,0.127265565,3.975752508,19.76839765,56.17565893,0
98.640625,44.39730678,0.839587329,1.97826087,13.2757428,141.6567369,0
42.5546875,31.18037459,25.65261075,17.7173913,48.29203662,9.663884391,1
132.421875,42.25787822,0.382884813,2.701505017,15.68754372,102.8664555,0
136.0703125,47.85430094,-0.022722918,2.120401338,18.16495077,96.40401958,0
103.2734375,45.46611287,0.643784304,0.810200669,10.25110792,369.9185012,0
140.4140625,49.76233003,-0.214937275,3.126254181,19.37631074,73.49402631,0
110.09375,51.99014893,-0.401545683,2.760869565,,67.97616827,0
113.78125,53.56668413,-0.358455399,4.921404682,26.86480789,39.44307517,0
16.5390625,42.74486489,15.39874146,109.1831104,53.13709551,0.488218105,1
134.328125,56.66928585,-0.467657593,1.070234114,12.24451622,215.8817395,0
115.0078125,51.4736729,0.04707412,3.33361204,22.04798447,61.52761186,0
132.390625,43.8322859,0.394510994,4.897157191,23.77733158,37.05084971,0
121.328125,50.80140706,-0.187830949,0.622909699,9.361422488,503.7270275,0
108.546875,48.3562398,0.497890901,0.857859532,12.35016675,291.2706841,0
116.8671875,53.59386787,-0.192291213,116.8896321,61.61430246,-0.432755728,0
120.640625,47.95680582,-0.235191765,1.392976589,10.71465181,282.1852624,0
103.3984375,45.73656562,0.049954381,1.973244147,,129.0687445,0
75.296875,50.49603316,4.684520017,60.69063545,48.62992059,1.491350698,0
121.5,48.45116743,-0.08288738,1.730769231,14.43435457,129.9706382,0
107.5625,44.12831963,0.651157683,2.784280936,16.76450963,81.12935303,0
115.8671875,51.68041383,-0.224505358,2.101170569,12.68286833,151.531413,0
129.2109375,43.02427591,0.116991167,3.098662207,16.72446283,83.90004816,0
149.3671875,52.64041803,-0.53480683,92.56438127,103.2770653,-1.529394362,0
108.140625,47.37330709,0.058469048,2.455685619,16.52110871,98.31127908,0
111.1171875,36.37942866,2.040053147,2.685618729,16.88847425,101.8586094,0
101.953125,36.97631408,1.38817174,1.142140468,14.68145134,229.2739825,0
97.6171875,39.85738661,2.037360472,2.378762542,16.85987451,94.48380572,0
98.1875,45.48931021,0.326500593,1.701505017,,140.6119607,0
131.1640625,52.97106777,-0.389174098,8.252508361,33.76737435,19.26506515,0
106.015625,50.24471122,0.274100681,6.869565217,32.52883532,26.44382313,0
121.75,39.96111391,1.507569037,4.211538462,20.47870827,51.35369726,0
148.5234375,51.24709822,-0.323275582,2.465719064,19.77011686,88.71959887,0
144.234375,49.4463858,-0.341662017,3.360367893,22.17820199,65.27074661,0
141.5,50.46363171,-0.170372455,6.179765886,30.00435239,32.92790537,0
54.625,34.03949912,10.56004668,49.89214047,80.69743589,0.116022665,1
121.6328125,43.63518346,0.105289401,2.357023411,15.63073443,100.2032195,0
109.4765625,45.24930332,0.467833372,2.304347826,17.9251327,86.40147243,0
108.9765625,37.33724365,1.737572433,4.972408027,23.96667296,32.83675114,0
97.71875,41.91265797,1.707392146,0.866220736,10.46936107,377.79745,0
119.8203125,44.31076929,0.050026209,2.50083612,16.46245854,81.10544806,0
117.2890625,51.91867925,-0.260869968,4.642976589,23.5452768,49.88147129,0
131.9140625,50.50944023,-0.134641346,3.179765886,22.19091588,79.16091017,0
120.640625,53.69440939,-0.252280925,3.151337793,21.52527502,65.68536317,0
127.3046875,44.12297421,0.186469076,3.398829431,22.21299219,55.44700798,0
112.546875,47.34379899,0.218698837,1.897993311,12.24838926,181.7337628,0
118.1484375,55.53448954,-0.486283072,4.150501672,21.60911701,48.14067052,0
109.7890625,45.88924376,0.17782835,21.29180602,58.16319705,4.971900846,0
21.796875,41.3561814,16.0126981,58.32692308,64.92494492,1.256135437,1
147.8359375,53.62263651,-0.288851172,2.692307692,17.08088101,92.20174502,0
106.0859375,49.77889038,-0.046766028,1.397157191,,271.0084063,0
107.3359375,52.68513152,-0.319198584,3.705685619,25.3184798,54.65723118,0
147.9921875,44.3453239,0.16954387,1.540133779,10.92269406,264.2154511,0
144.9140625,55.59985771,-0.726967553,5.572742475,26.99338256,37.93410637,0
125.0703125,50.39890618,0.0981407,2.102006689,14.22876741,115.3403716,0
60.6171875,36.95290945,6.657364325,20.83946488,55.8778767,,1
81.0546875,43.2643236,3.28131762,5.079431438,28.2171977,39.38260309,1
115.1015625,47.12994666,-0.048367387,3.180602007,17.8550694,90.99037258,0
100.6875,50.2138785,0.186892516,0.433946488,8.05394551,838.2149224,0
114.875,54.66188686,-0.308388776,12.14130435,39.20560587,10.97757384,0
130.1640625,48.01981644,0.028545826,2.31187291,15.65244036,95.18476045,0
101.125,44.48085965,1.001020475,1.607023411,11.42202374,228.020654,0
75.75,35.40237457,3.833837119,1.201505017,12.58823166,206.5052651,0
137.2890625,44.12927606,0.37011829,38.94899666,69.89112345,1.107133079,0
97.265625,38.2915388,1.192393062,2.43729097,20.5490338,86.14917564,0
131.015625,55.80448352,-0.449356931,4.723244147,,37.65790872,0
118.71875,53.88224103,-0.44027594,2.02090301,15.11031004,112.7168847,0
117.4765625,45.13676523,0.138092921,4.527591973,22.67864954,39.59301722,0
104.6953125,49.68503274,0.325643415,1.576086957,12.45889818,172.4540497,0
117.828125,56.334535,-0.375585876,0.24916388,7.473461921,1126.765431,0
121.59375,51.89945771,-0.324633641,23.94230769,58.23787154,2.272997497,0
103.453125,39.27404904,1.594754784,8.591137124,37.45605079,20.46265972,0
117.640625,35.43848861,1.404333282,1.62541806,15.93182033,141.7856435,0
106.7109375,46.5000256,0.536245262,1.531772575,15.33957308,174.7930623,0
105.296875,45.20687852,0.035099156,10.19147157,40.29700721,14.7787673,0
111.0625,50.3158384,-0.120349572,3.483277592,23.47261739,56.74183607,0
120.546875,44.58241304,0.360044869,3.695652174,22.97659885,72.22747927,0
126.890625,54.59069781,-0.274938662,4.235785953,24.84994277,54.34457468,0
94.4609375,33.18200339,3.631422313,4.328595318,23.49937489,48.07896235,0
65.1640625,50.64564044,3.713695014,56.56354515,76.74473482,0.006204287,1
108.4609375,45.12117407,0.201526973,2.127090301,13.63875437,122.9599057,0
119.5859375,52.96247601,-0.508931867,3.334448161,,64.05880288,0
101.2265625,45.66748276,0.628428701,2.64632107,14.33297861,104.8819204,0
156.5625,58.56443433,-0.636642848,128.8996656,85.67322396,-1.338094698,0
81.3203125,39.95288897,1.73406982,1.862040134,15.58787359,116.1648943,0
66.3828125,41.0769326,7.79448798,7.407190635,36.72125293,25.64543499,1
111.3515625,58.11432561,-0.499100853,12.18729097,46.76394188,13.64634383,1
113.7734375,48.95122171,0.529728748,2.433110368,14.75110247,108.0927265,0
143.3828125,54.42169275,-0.51353208,4.170568562,,51.75152545,0
101.5390625,34.72141413,2.201197395,2.551003344,14.56922952,110.7715595,0
109.796875,42.1487988,0.839964922,2.012541806,17.39951591,96.18488251,0
133.4453125,49.48797338,-0.404020082,2.609531773,18.54598937,82.20514812,0
123.109375,51.61777104,-0.28803291,1.694816054,16.05835949,148.6347453,0
99.828125,42.76006997,1.837508348,1.316889632,17.50553899,189.9657747,0
113.8125,37.14325099,1.823854061,1.100334448,10.26472186,347.0537678,0
119.3046875,51.31239473,-0.347364661,1.802675585,15.65988397,176.7102012,0
137.1796875,43.69861868,0.281958546,1.705685619,15.30685032,128.5682942,0
131.59375,52.18932444,0.006717872,3.363712375,19.54915734,76.56377593,0
129.71875,58.7670105,-0.479970514,2.152173913,14.52199072,122.3616961,0
120.46875,42.89029201,0.398634028,1.454013378,11.42894549,229.3161404,0
122.9296875,47.21777731,-0.234957529,1.913879599,,193.5124936,0
128.59375,55.22134968,-0.398107541,15.18812709,47.02982999,8.097409554,0
93.78125,35.17921472,2.521262046,2.363712375,20.08482815,92.55364606,0
75.734375,34.44594596,8.210833977,12.33277592,36.37485482,14.51918499,1
108.109375,41.84070132,0.707548854,1.482441472,11.43048758,222.0684661,0
134.4296875,44.37494429,0.120022572,4.476588629,21.61676592,51.59494122,0
98.5859375,39.57479614,1.236035322,1.775919732,17.81514956,,0
110.3046875,50.49173178,0.316167009,2.260869565,16.16627153,88.44001255,0
122.25,35.21984526,1.500288742,0.447324415,9.131228412,596.8527413,0
116.015625,50.79938859,-0.247928857,52.09448161,85.53011128,-0.868196988,0
125.7734375,57.83667938,-0.706260118,2.673076923,17.43735019,115.0225434,0
100.515625,39.32873957,1.218228292,3.859531773,20.77528281,58.5571149,0
116.6953125,46.3816637,0.551805051,1.415551839,11.60096261,232.9541073,0
113.484375,52.28452573,-0.224286337,121.1563545,77.37033474,-1.102026995,0
134.0546875,42.52082368,0.807616804,2.66722408,19.69583838,89.40957529,0
130.3203125,46.75767544,-0.143316995,2.366220736,13.81802405,,0
100.734375,39.10192698,1.54636009,2.732441472,17.38844957,106.3328599,0
97.7421875,59.56407344,-0.614142075,206.5292642,38.76869466,8.08010064,0
86.3515625,53.94565985,2.139865268,30.78511706,65.28170096,2.61615696,0
81.671875,75.28903777,-0.624377062,133.0744147,65.39756458,-0.32945402,0
116.0546875,51.43857207,-0.302616985,2.965719064,18.90872272,70.01774177,0
27.53125,33.4957874,25.53491373,58.18311037,67.56148506,0.407921551,1
128.390625,45.02260446,0.33551466,0.922240803,11.66691318,339.1324544,0
142.1328125,50.17817801,-0.159492972,19.31939799,55.31542261,5.065897497,0
127.15625,53.13770988,-0.313570097,0.567725753,8.673158254,647.8168607,0
119.8515625,47.74036059,0.305539561,2.955685619,18.05585563,83.40296711,0
118.6796875,45.42145239,0.11444272,2.412207358,,,0
111.46875,48.50015101,0.025492944,1.453177258,11.80500638,224.732005,0
41.3203125,32.3964537,19.89897188,12.45986622,44.0085606,14.73798107,1
112.9140625,55.74720107,-0.20418534,1.555183946,14.32527521,145.8906192,0
115.078125,36.16598224,1.666648595,1.204013378,,250.5157561,0
96.84375,45.16989413,0.652228967,0.85367893,10.25915831,359.9227955,0
105.78125,48.05025649,0.405069901,3.558528428,20.86088062,60.66004974,0
140.8828125,51.94567792,-0.125849871,2.027591973,12.5796489,163.6834582,0
92.3125,43.56438303,1.622829725,15.22742475,43.24566346,8.750022228,1
107.140625,39.65904184,1.714374166,0.643812709,,420.9686383,0
105.265625,36.1724352,1.910209047,2.556856187,15.69342399,125.108647,0
135.390625,47.16066859,0.159308991,3.10367893,17.49106661,72.49736589,0
119.0859375,52.88977739,-0.336793784,2.299331104,17.81334003,82.20653747,0
85.84375,39.09292565,1.754021675,1.193979933,13.05605988,223.6619506,0
108.21875,43.9002665,0.379507788,2.29264214,14.48490089,112.7787893,0
90.5,36.87754229,2.231020769,2.298494983,13.17480992,136.4269854,0
132.2421875,51.30145985,-0.265723345,3.321070234,21.4709633,64.1867768,0
123.6640625,45.32302073,-0.260104376,0.671404682,12.12297158,364.8781011,0
88.953125,39.37358318,1.789272684,4.318561873,27.15362014,49.40912927,0
115.4609375,47.74671166,0.520563017,1.93645485,14.55652029,148.3476705,0
88.7578125,43.6700602,3.987579956,115.0844482,102.8564707,-1.721599548,1
98.640625,47.46178304,0.429363946,3.130434783,16.90257476,76.2532624,0
114.5390625,51.63482085,-0.18326175,2.171404682,16.43920242,98.52822524,0
10.015625,30.85601248,39.75576706,100.2065217,74.32885883,-1.063817954,1
136.265625,40.44836299,0.58672109,0.944816054,11.20575125,,0
123.1875,50.8199564,-0.218687384,1.785117057,17.08638721,131.6406412,0
87.296875,39.98229283,1.500303972,0.748327759,10.51154989,352.3939983,0
113.5078125,37.1401476,0.886607732,3.013377926,20.1212002,76.41522076,0
102.71875,49.36058927,-0.217881336,10.58444816,40.36187138,13.25309467,0
72.3359375,41.20172883,7.29838129,35.80016722,61.18147822,2.913210965,1
96.6953125,43.17091009,0.729575756,0.72993311,10.74506064,348.3409742,0
80.2109375,36.65605602,3.324662015,1.844481605,12.3403881,174.8024646,0
120.8671875,51.9515055,0.036700866,1.79180602,14.59787517,167.6265639,0
109.109375,40.15424059,1.271874784,2.610367893,16.94093693,86.85112417,0
97.09375,38.4525758,1.42497772,11.83361204,41.68272712,12.60209825,0
105.25,49.17427554,-0.163286527,5.239130435,27.40538007,34.21036209,0
113.2734375,44.81676494,0.546704967,4.099498328,19.9236662,47.5651317,0
112.34375,58.18967336,-0.272195333,2.281772575,18.05107124,93.95526146,0
114.359375,44.43389303,0.096738923,1.266722408,12.63832877,211.0487631,0
125.984375,43.92286996,0.273308611,2.773411371,19.09086691,79.35995747,0
137.640625,52.5979346,-0.394360227,3.061036789,17.8652178,92.85640542,0
140.7578125,45.20659971,0.115754705,4.894648829,25.64761076,37.08121882,0
121.96875,46.14852677,0.126587091,3.97993311,,57.08577356,0
105.40625,48.10574899,0.011481397,3.408862876,20.80630263,75.05309558,0
98.8046875,38.29022774,1.455250917,1.647993311,15.43133472,143.5042729,0
103.7109375,49.65382544,0.475099564,1.482441472,13.24898656,,0
117.6953125,49.3885359,-0.189139839,4.073578595,23.92961958,44.17347803,0
95.640625,45.33723194,0.689028419,1.730769231,13.33838313,158.5471492,0
157.375,54.05148009,0.338676214,2.019230769,14.1655453,163.9968472,0
80.1171875,37.82972151,2.957205662,1.839464883,12.50067481,166.8678158,0
112.3671875,52.9493967,-0.160978938,4.627926421,21.41635021,40.05582145,0
76.0546875,60.41294209,0.936654202,12.50250836,42.66156574,15.72042199,1
139.125,54.19207737,-0.370637222,37.51505017,71.63059459,1.195516152,0
134.34375,48.01211395,-0.264728502,3.188963211,18.43467392,80.13646068,0
126.359375,59.53842435,-0.656425154,3.873745819,21.69020122,64.5752416,0
68.1015625,34.94836366,8.442367704,5.709866221,31.01071025,34.59967467,1
119.640625,43.85393625,0.064574193,2.847826087,17.73113733,85.72851842,0
127.265625,54.62878768,-0.610044132,5.418060201,25.24708947,38.96401844,0
139.2265625,47.33296533,0.028762041,73.58110368,91.25480302,-1.745809564,0
121.6328125,55.80236765,-0.392290584,3.805183946,23.08653214,57.60247016,0
124.2734375,53.45306277,-0.524675873,3.225752508,15.25576394,80.4106852,0
124.875,58.8771231,-0.694499652,7.424749164,30.60786381,20.38571755,0
137.265625,53.03705727,-0.409392485,4.176421405,24.54781313,43.928392,0
105.140625,36.7161269,3.639246019,31.8361204,59.58570652,1.909746524,1
135.9921875,41.82375523,0.997743795,0.907190635,11.90046155,280.0440249,0
124.59375,54.12232059,-0.331439442,1.031772575,12.58419114,235.9695169,0
127.859375,43.49492326,-0.038133319,21.30100334,57.96898057,4.780336869,0
117.9140625,64.28088112,-1.135840371,3.019230769,21.22113538,75.47712321,0
140.8515625,48.92981099,-0.016207912,3.340301003,21.28494564,63.49014084,0
118.125,43.27058759,0.745526335,3.924749164,26.71291114,54.82392706,0
155.40625,44.95560962,0.271229756,2.938963211,19.00058405,,0
127.359375,41.04356191,0.734740131,2.283444816,13.37036458,131.2954144,0
114.7578125,46.56593881,-0.147487733,1.871237458,16.70885278,116.8475079,0
120.3671875,48.07072769,0.013166096,2.349498328,13.46213287,125.7204383,0
135.359375,40.70813309,0.418979476,4.093645485,23.41928271,43.73876364,0
96.828125,47.94823207,0.319695424,3.281772575,18.61307401,79.07416344,0
144.9453125,70.87238847,-1.011004349,7.689799331,37.92238063,24.17140157,0
129.1875,60.49609362,-0.618410139,1.746655518,18.54359044,120.0867969,0
95.5625,40.83288159,1.458504286,2.369565217,15.53060018,110.2021949,0
136.7734375,43.67121743,0.088295268,0.513377926,9.480696193,555.8670885,0
135.6171875,50.80002477,0.022932035,33.05852843,69.0162352,1.237843913,0
131.4453125,50.27499512,-0.297258421,1.498327759,12.96847853,183.295974,0
105.890625,40.089399,0.812524231,2.704013378,,80.04977131,0
125.6328125,53.64886868,-0.699509341,6.929765886,28.85548267,20.86133305,0
93.7421875,44.56214868,0.88564224,6.222408027,27.46150908,24.76333083,0
105.7109375,52.74883772,-1.75E-05,0.87458194,11.08779148,385.0692476,0
95.546875,36.35327087,2.076543957,3.566053512,21.76381624,65.18414384,0
136.34375,51.56434656,-0.290226312,6.679765886,31.10625267,27.16392805,0
145.8125,48.58622329,-0.238531543,4.471571906,26.44964348,39.10969659,0
103.3515625,40.57835588,0.853419661,2.050167224,13.72706326,144.6551027,0
84.453125,36.35241124,2.635485528,2.835284281,,64.87825614,0
32.1171875,38.20864208,22.6745638,82.01421405,64.45880149,0.173028781,1
108.6875,54.38358409,-0.531247702,2.606187291,18.16160994,99.68367055,0
110.6875,51.33449589,-0.409667198,6.406354515,29.50121181,25.12772638,0
103.7265625,41.52648154,0.751884133,2.852006689,20.32879412,,0
113.3515625,39.17440767,1.159630302,1.831103679,13.38589468,147.7089446,0
123.921875,49.70972135,-0.184835034,3.439799331,18.26483604,77.62207013,0
114.4765625,41.68332341,0.550113112,2.484113712,15.90814715,124.7360682,0
126,66.49471314,-0.936392161,118.3235786,91.53156964,-1.607770277,0
90.0625,37.88794127,1.783619896,0.948996656,11.7898931,261.9704898,0
116.28125,39.58139113,1.659615188,3.675585284,22.29139881,68.1781063,0
117.8671875,56.24866264,-0.306437434,2.697324415,16.66601973,80.45421908,0
97.0859375,51.29541088,-0.093807865,6.795150502,28.61070753,23.6831281,0
120.40625,55.29712887,-0.099090105,2.580267559,17.01419077,80.74722841,0
108.40625,45.38988005,0.29465505,2.400501672,16.69225582,92.22634877,0
93.265625,46.59423992,0.454687504,1.684782609,16.48547965,141.6090716,0
110.2109375,39.05958036,1.207183121,2.194816054,13.04877677,,0
111.15625,51.4396548,-0.174747621,2.689799331,16.06862154,,0
13.953125,39.75331342,20.0925461,135.3586957,55.87221984,-0.186721387,1
102.9921875,47.83606382,0.064450963,2.803511706,17.58345664,91.30476982,0
115.3046875,45.06151327,0.170875733,13.23494983,43.50595795,9.234942226,0
104.140625,51.39138035,0.023426829,7.556856187,,20.31377882,0
78.0390625,36.6683622,4.648232557,2.382943144,,,1
126.4609375,49.27789539,0.013633896,1.147157191,11.89397491,221.7158305,0
99.4296875,43.65877697,0.636881699,0.387123746,8.683190316,685.0634224,0
97.1484375,47.7593397,0.444740248,1.090301003,12.54830957,215.365048,0
100.3828125,41.96820245,1.092607763,1.224916388,13.35433295,204.9425165,0
77.7578125,37.60937094,2.807898626,1.286789298,14.048192,246.155588,0
72.671875,38.96916036,2.472894826,3.68729097,27.03811021,56.77801133,0
92.1796875,45.48221383,0.752646038,0.74916388,11.04554077,323.525238,0
112.4140625,52.93414649,-0.209740061,14.72157191,44.36243141,8.455074108,0
80.8828125,33.76680625,4.244018828,1.47909699,16.12665375,140.9178301,0
60.6953125,32.89010076,10.45641812,9.20735786,38.48807068,18.18669766,1
128.0703125,51.02330711,-0.160256946,3.065217391,18.76774329,65.82450939,0
158.9375,52.58635012,-0.384349496,2.386287625,14.13029239,111.7372305,0
127.890625,49.80512561,-0.107632494,2.358695652,13.01828915,135.0764025,0
150.6796875,59.34643176,-0.725332611,13.32274247,44.87332059,11.4179663,0
92.6015625,49.78851208,0.57183843,23.74749164,58.85833953,4.698282981,1
98.09375,47.93508591,-0.1035537,1.954849498,14.36805851,114.7976518,0
108.65625,47.98281553,0.117573425,1.376254181,14.5171069,174.9362284,0
119.84375,43.30640063,0.527354634,2.575250836,17.33185411,83.71575033,0
113.9140625,43.83652646,0.57043538,1.130434783,11.69074943,254.7985642,0
105.40625,47.91144786,-0.216919297,3.029264214,18.42561598,75.30249031,0
133.6484375,44.7783761,-0.025068583,2.614548495,14.76321773,98.43245804,0
104.1796875,51.81674946,-0.177771862,4.02090301,22.22216942,47.28009427,0
91.84375,40.69003208,1.612388111,3.301839465,18.84117822,70.66591673,0
102.5234375,48.61406767,0.464820252,4.637959866,22.15678846,41.77222657,0
108.96875,47.86944118,0.25584046,3.368729097,22.00080552,70.38114396,0
104.6015625,40.72743621,1.213184744,1.222408027,10.56239779,307.5265076,0
34.0859375,32.45598639,25.10418984,110.9565217,79.35646125,-1.003129925,1
117.5859375,49.21295043,0.15540675,1.139632107,14.43355441,209.8174928,0
91.2578125,43.64438074,1.035147359,5.064381271,27.51515306,37.33110306,0
122.5,53.60649448,-0.216721727,5.964046823,30.30584695,29.75456764,0
77.1171875,42.47197993,1.911513475,2.141304348,14.86525656,112.36308,0
119.3125,56.72876117,-0.675699635,33.56187291,65.68280689,0.768500744,0
132,51.16471563,-0.785820127,1.306020067,13.96136561,239.1359697,0
126.3359375,49.67287951,0.007361578,2.464882943,17.92700559,96.73590514,0
104.1953125,43.84187827,0.271703878,1.359531773,11.03003657,,0
111.703125,43.72791574,0.600006493,2.206521739,15.28152723,103.4780213,0
115.34375,47.38298704,0.107620564,0.561036789,9.24338977,570.9373762,0
105.7734375,42.76301243,0.977184008,5.579431438,30.19240771,33.04163014,0
145.9296875,50.62842328,0.002824321,81.32107023,74.76236997,-1.876853694,0
129.3984375,46.06149759,0.40126969,81.0451505,92.26161347,-1.868157029,0
117.046875,44.84589226,0.393416247,3.205685619,21.32758121,73.60755744,0
108.7421875,49.22766722,0.184532007,2.014214047,18.60342954,99.23500029,0
19.6875,43.1521201,14.057489,132.6956522,,-0.515455096,1
107.5859375,38.22231992,0.864955825,1.656354515,13.42032607,172.2152615,0
86.109375,46.1568715,0.254902841,3.306020067,16.6199903,68.8946856,0
125.1171875,52.60163096,-0.403626809,1.048494983,10.08870305,360.4309041,0
129.609375,45.21290509,0.752458922,101.4640468,98.48006884,-1.750200414,0
136.9921875,48.92795981,0.073257904,3.14548495,18.90144934,72.35171105,0
117.1640625,45.55830354,0.064707648,3.956521739,22.73788661,,0
83.4140625,40.96750377,1.309699774,1.97993311,12.01126556,187.510435,0
117.6171875,47.78747239,0.201990684,2.185618729,17.80521683,100.6214119,0
123.8203125,48.25573696,-0.193347712,5.493311037,26.75781614,,0
109.75,33.55243099,2.287948092,2.60367893,21.44379259,81.67889955,0
100.8984375,38.01065637,1.244901911,4.423913043,27.38893773,42.22976982,0
133.8203125,43.47816147,0.353121231,0.982441472,9.486067555,444.411748,0
122.4609375,51.55244634,-0.436250022,2.754180602,,84.8817313,0
101.21875,49.10717512,0.155970262,0.83361204,12.42932827,264.8952293,0
137.9140625,54.54284831,-0.69337773,2.983277592,,84.26636017,0
110.265625,47.01271177,-0.248816819,5.56187291,27.82747285,33.88556012,0
94.3359375,43.19419763,0.862443635,4.530100334,23.18754272,45.40109451,0
72.7734375,34.1337477,5.348058165,5.566053512,27.99151481,36.37295518,0
123.9140625,53.31276045,-0.403105262,1.614548495,13.06772003,163.9477371,0
103.0390625,44.97662628,0.761125508,2.02006689,15.09827114,116.7210669,0
86.3125,44.03811382,0.437271542,1.360367893,11.37112172,246.5188064,0
107.84375,41.06634067,1.204060687,2.91638796,15.7235109,82.17929876,0
117.3359375,53.79232016,-0.544381902,4.212374582,24.60830367,46.98928456,0
97.9453125,43.38171933,1.133683571,98.51003344,87.27146399,-1.700517497,0
72.1875,44.78642896,1.868594118,51.72408027,77.90452172,-0.14022268,1
166.3671875,40.65996017,1.372401012,3.906354515,20.98883904,68.32394084,0
124.2421875,53.64957859,-0.407546779,1.071906355,9.942468959,385.1014122,0
115.7109375,52.86674763,-0.154573731,2.492474916,14.83636871,117.7281552,0
140.8828125,41.7272807,0.465541094,2.647157191,15.82901691,116.8135176,0
135.7265625,53.16082834,-0.221935318,2.006688963,,105.6645691,0
37.6640625,39.51290876,13.13504707,7.785117057,27.56202757,29.18375371,1
107.9375,57.45171206,-0.372142067,2.495819398,19.24596511,82.7960115,0
107.2578125,45.41720594,0.414778729,3.010033445,,78.34335723,0
123.7734375,55.18027484,-0.286701399,4.182274247,22.59314174,54.69640371,0
112.0546875,52.67327189,-0.380531784,89.73578595,93.48736125,-1.824854403,0
113.765625,50.23343701,0.065312604,2.177257525,14.3011805,134.2104804,0
108.96875,44.59258933,0.47540891,2.467391304,15.44598226,107.5882864,0
147.875,58.66350015,-0.30883674,11.14715719,37.91938399,12.83132104,0
140.46875,51.74032783,-0.279004387,5.005852843,29.42482285,43.50545491,0
138.953125,50.66477749,-0.222009483,4.272575251,24.04822253,39.00294198,0
132.40625,51.67195768,-0.333091028,6.320234114,29.2643406,28.80174601,0
137.8046875,50.83829428,-0.299780852,7.118729097,30.89231946,31.65353051,0
95.5,42.38513891,1.913962707,13.12876254,50.84656382,11.24411854,0
117.4140625,49.87523925,-0.245362272,3.836120401,22.43798364,46.16098612,0
81.7109375,37.31059508,2.498071573,0.971571906,10.804551,311.1461186,0
130.921875,53.92205158,-0.479785383,3.859531773,22.4687148,71.40279504,0
117.5390625,47.73296528,-0.150653604,1.060200669,,208.2780851,0
126.9375,41.6932155,0.479897222,1.330267559,11.95604213,204.1088787,0
104.3125,36.73889075,1.966870265,2.821070234,,81.25885728,0
158,70.64059562,-0.703953585,1.06187291,13.45578109,287.8298012,0
128.4140625,54.06080595,-0.355371071,3.392976589,24.79132476,57.8372673,0
89.96875,36.73999385,2.224200922,2.116220736,17.03726109,,0
101.390625,46.7807777,0.480397361,4.326923077,,64.66292565,0
57.1171875,33.44879975,13.61856663,5.847826087,32.38437503,36.50005897,1
99.4296875,42.17331865,0.875581401,1.870401338,16.96684038,129.9305222,0
113.9140625,46.45461955,0.123506818,4.049331104,23.92417805,57.26755944,0
118.640625,41.19707483,0.34109055,0.548494983,8.840948137,593.9793371,0
150.8828125,50.41075361,-0.042943095,8.158026756,,22.81784374,0
112.078125,52.96219309,-0.363595904,3.947324415,23.79851464,65.80680244,0
111.7890625,47.27655543,0.06951313,1.64632107,17.39102222,147.1324419,0
108.5,52.94085733,-0.269748206,2.214046823,16.90904262,119.4367186,0
81.890625,43.73021595,3.066019135,11.89882943,40.50751157,14.48240675,1
119.3125,45.54938083,0.21364011,0.411371237,8.849711621,631.405525,0
98.359375,46.30178425,0.182466129,0.837792642,12.74730386,305.536961,0
133.671875,47.84628861,-0.063470228,1.092809365,14.89384674,213.4112183,0
113.8046875,46.68863931,0.350060131,1.18645485,11.87882734,235.7900915,0
117.515625,50.45790083,0.029154918,1.383779264,14.78595457,155.2941978,0
135.046875,51.67368458,-0.207499392,2.147157191,12.58217472,152.5857506,0
86.4921875,37.44120309,2.538329706,2.81270903,16.48152018,80.52050411,0
92.7734375,47.72188551,1.361122525,43.40050167,74.42784636,0.430680187,1
128.3515625,45.3361731,0.31270953,1.745819398,13.58100708,150.9987676,0
126.1953125,45.2275598,0.17125582,3.724080268,23.29756878,48.59627515,0
94.3359375,38.64184045,1.308057594,1.069397993,9.937313553,380.4633001,0
74.453125,36.83045177,3.315108,1.469063545,15.36288624,,0
113.7421875,50.46119271,0.018053078,4.705685619,27.12988087,43.55149352,0
95.9140625,38.90794973,1.278809355,0.990802676,9.543024332,433.7960636,0
118.6640625,48.73994726,-0.082263703,2.649665552,14.61953983,100.0135431,0
111.9765625,46.13185329,0.734632732,2.029264214,16.23922271,123.1906171,0
111.1015625,51.90328142,-0.020184763,1.821070234,13.86411928,133.4890801,0
101.7109375,45.13160484,0.316490633,0.892140468,10.73242072,343.2446602,0
142.9765625,49.16688177,0.012798294,2.523411371,15.63992684,100.8134741,0
111.0859375,38.69250318,1.287524951,3.897157191,21.42991124,48.11960738,0
135.28125,44.19752141,-0.138744159,5.476588629,28.83742842,32.98404119,0
108.15625,48.67902486,0.212339513,3.315217391,19.4432147,64.14476583,0
