Area,Perimeter,MajorAxisLength,Eccentricity,EquivDiameter,Solidity,roundness,Compactness,ShapeFactor1,Class
31719,653.388,241.8264796,0.722383497,200.9623973,0.992397222,0.933656323,0.831018992,0.007624026,2
49575,850.029,323.8390008,0.793374482,251.2386324,0.990153391,0.862194209,0.775813388,0.006532305,3
37228,716.026,257.9078533,0.698749842,217.7157821,0.987846946,0.912477122,0.844161119,0.006927792,2
61776,980.591,392.5841177,0.858801059,280.4561394,0.98996827,0.807335115,0.714384833,0.006354962,4
45794,777.051,279.9184231,0.666898107,241.4678689,0.992436556,0.953058143,0.862636572,0.006112557,5
57750,946.798,371.4131134,0.837496751,271.1633893,0.97629835,0.809556546,0.730085663,0.006431396,4
41845,779.103,294.7959058,0.78730013,230.8218117,0.983939992,0.866290762,0.782988526,0.007044949,3
28850,625.493,224.1838352,0.681556523,191.6584485,0.986830853,0.926639425,0.85491645,0.00777067,2
26811,599.474,219.3568297,0.704416387,184.7615367,0.987877671,0.937523522,0.842287596,0.008181598,2
45014,772.981,270.3666607,0.619456007,239.4026,0.990319884,0.946716252,0.88547382,0.006006279,5
29694,647.147,242.3662291,0.764042928,194.4417009,0.985267768,0.8909897,0.802264002,0.008162128,2
34315,686.338,254.6475688,0.73572598,209.0244363,0.988477603,0.91541448,0.820838138,0.007420882,2
50704,841.018,313.9273193,0.753739178,254.0833286,0.987650473,0.900827227,0.809369918,0.006191372,3
70664,1028.213,391.8333258,0.809837377,299.9536617,0.989068514,0.839927693,0.765513401,0.00554502,1
31242,656.919,248.6522245,0.762555377,199.4456063,0.987826857,0.909756246,0.802106664,0.007958909,2
44518,793.623,293.129288,0.750076831,238.0799825,0.988871365,0.88821278,0.812201279,0.006584512,3
45631,840.956,321.9235414,0.823299986,241.0377432,0.981206322,0.810817854,0.748742208,0.007054931,4
71194,1045.404,402.7038224,0.822879238,301.0764291,0.980147585,0.818624887,0.747637376,0.005656429,4
36253,698.598,230.5248972,0.49325106,214.8458825,0.987013341,0.933467365,0.931985591,0.006358781,5
186439,1663.337,627.8109193,0.792732192,487.2181313,0.989748898,0.846810301,0.776058709,0.00336738,2
70754,1027.569,409.3725229,0.841026657,300.1446164,0.988847272,0.842051926,0.733182125,0.005785857,4
38424,724.492,268.5028165,0.732352799,221.1853437,0.990666735,0.919909808,0.8237729,0.006987893,2
169095,1529.214,547.6732621,0.69418765,464.0026302,0.987127846,0.908665626,0.847225275,0.00323885,2
46503,780.526,268.3833664,0.565576378,243.3299376,0.991619754,0.959215275,0.90665059,0.005771313,5
52266,903.64,366.5211214,0.86652092,257.9673197,0.985314356,0.804337347,0.703826614,0.007012611,4
39019,732.383,268.4644149,0.723695093,222.8913049,0.988648745,0.914133214,0.830245249,0.006880351,2
39009,729.679,265.6924554,0.709212342,222.8627412,0.989749575,0.920684828,0.83879966,0.006811055,3
78096,1273.205,397.7600751,0.773751758,315.3330231,0.978217574,0.605399396,0.792771932,0.00509322,1
46887,789.514,276.5854475,0.623749824,244.3325245,0.990347246,0.945241191,0.883388937,0.005898979,5
77868,1085.675,432.6775688,0.842577408,314.8723819,0.977860381,0.830174156,0.727729849,0.005556552,4
43388,792.35,299.6826388,0.784688232,235.0389699,0.98692082,0.868451103,0.784292913,0.00690704,3
37264,693.036,239.7435958,0.562839014,217.8210238,0.992621401,0.974962127,0.908558258,0.006433652,5
89095,1126.165,431.9119918,0.79193252,336.807478,0.987727545,0.882793536,0.779805804,0.004847769,4
69816,1028.089,367.5514925,0.748978809,298.1484396,0.9851555,0.830048372,0.811174613,0.005264574,1
42097,759.696,288.721612,0.765002201,231.5157988,0.990331232,0.916603122,0.80186515,0.006858484,2
28671,627.304,234.4542717,0.745968907,191.0629503,0.986647854,0.915580619,0.814926292,0.008177401,2
51290,844.228,316.1689438,0.754364685,255.547366,0.989867799,0.904321922,0.808262073,0.006164339,3
49705,845.105,322.776958,0.793446887,251.567827,0.989883098,0.874557966,0.779385953,0.006493853,3
77043,1083.127,409.9881519,0.806080683,313.199927,0.975289575,0.82524763,0.763924337,0.00532155,4
47257,831.164,318.9919571,0.80546466,245.2946823,0.990401341,0.859612185,0.768968235,0.006750153,3
28332,629.269,239.2903654,0.774025611,189.9300471,0.988279615,0.899113301,0.793722082,0.00844594,2
58481,926.502,348.7394788,0.788473062,272.8741868,0.984495472,0.856114656,0.78245855,0.005963295,1
56539,943.147,370.3745628,0.847359836,268.3052191,0.981596903,0.798728556,0.724415892,0.00655078,4
84080,1114.181,437.0809816,0.823286763,327.1910465,0.983058378,0.851120538,0.748582209,0.005198394,4
27874,625.109,240.7765137,0.78948508,188.3886384,0.990089866,0.896391349,0.782421157,0.008638032,2
54251,875.728,333.7072318,0.782432574,262.8203161,0.989115373,0.888953697,0.787577526,0.006151172,3
180547,1649.901,658.5985792,0.845284988,479.4575895,0.989705358,0.833459246,0.727996696,0.003647796,2
38083,723.95,270.1789993,0.746151156,220.2016839,0.989657233,0.913111625,0.815021465,0.007094478,2
185950,1641.868,622.9177351,0.788584341,486.5787638,0.986205324,0.86682129,0.781128448,0.003349921,2
70037,1019.075,382.3720768,0.786303437,298.6199558,0.982162139,0.847471504,0.780966953,0.005459572,4
43908,778.254,284.7971301,0.720317786,236.4432319,0.990100796,0.910984099,0.830216343,0.006486224,3
68566,1008.527,377.992253,0.785168752,295.4673292,0.981210378,0.847117433,0.781675621,0.005512823,4
41643,768.91,294.5045376,0.788896829,230.2640101,0.986029882,0.885117352,0.781869142,0.007072126,3
69189,1010.92,394.55423,0.820631527,296.806622,0.985093115,0.850772298,0.752258117,0.005702557,4
43999,790.708,289.945887,0.736862944,236.6881212,0.98601618,0.884342312,0.816318258,0.006589829,3
71042,1038.418,375.6728603,0.766764321,300.7548565,0.988520461,0.827905234,0.800576481,0.005288039,1
35647,679.754,236.1571148,0.580212296,213.0426484,0.992206419,0.969458687,0.902122507,0.00662488,5
26579,599.102,216.4623815,0.690945149,183.9604138,0.989648881,0.930565532,0.849849348,0.008144113,2
47389,809.933,299.2201545,0.737410523,245.6370265,0.989579853,0.907797996,0.820924068,0.006314127,3
26729,607.651,226.0347069,0.743631341,184.4787787,0.98478373,0.909670563,0.816152445,0.008456534,2
94151,1158.189,444.1690204,0.791361816,346.2322579,0.988690301,0.882014915,0.779505643,0.004717624,4
40538,762.218,294.3286146,0.800504586,227.1884343,0.988828178,0.876826731,0.77188701,0.007260561,3
39278,732.939,275.3540732,0.750017734,223.6298344,0.990517981,0.91880546,0.812153718,0.007010389,2
52091,855.466,320.1100236,0.758739621,257.5350872,0.988350251,0.894472621,0.804520534,0.006145208,3
30095,637.131,236.8262803,0.728432995,195.7502084,0.989706656,0.931637023,0.826556107,0.00786929,2
30057,633.911,234.2013462,0.715089227,195.6265856,0.989400573,0.939937376,0.835292319,0.007791907,2
49518,864.968,347.1134717,0.850910481,251.0941572,0.987732631,0.831711828,0.723377736,0.007009844,4
71003,1076.435,365.1088878,0.731438824,300.6722924,0.979905878,0.770035846,0.823514032,0.005142161,1
41581,766.314,288.9771986,0.770779803,230.0925325,0.988846611,0.88979769,0.796230753,0.006949741,3
58428,968.674,399.078284,0.882626046,272.7505089,0.98857926,0.782484239,0.683451142,0.006830257,4
32364,664.498,239.8191214,0.693512491,202.9953808,0.989059348,0.921053167,0.846452024,0.007410058,2
48535,823.619,310.8757137,0.767542792,248.5893829,0.990793288,0.899108668,0.799642339,0.006405186,3
48611,837.677,318.5178177,0.790155303,248.7839374,0.987526663,0.870545023,0.781067569,0.006552382,3
49364,850.513,322.6070207,0.795053634,250.7034042,0.990389824,0.857547718,0.777117013,0.006535269,3
42547,781.126,292.3764813,0.771895697,232.749915,0.985842717,0.87626733,0.796062371,0.006871847,3
36779,693.373,247.0612347,0.639706126,216.3988845,0.992631977,0.961337599,0.875891699,0.006717454,2
49439,831.769,306.5407719,0.740419167,250.893782,0.98883933,0.897995337,0.818467901,0.006200384,3
75810,1043.229,393.0424863,0.777638121,310.6835848,0.98708367,0.875340572,0.790458018,0.005184573,4
66832,1016.277,396.1902317,0.836593355,291.7072938,0.985853579,0.813148992,0.736280883,0.005928152,4
36857,719.306,269.4644365,0.762381461,216.6282297,0.990353611,0.895163737,0.80392141,0.007311079,2
53184,879.152,336.7654739,0.799112199,260.2229274,0.985418095,0.864694955,0.772712607,0.006332082,3
48560,828.554,306.8195739,0.751379456,248.6533979,0.988559098,0.888887718,0.810422213,0.00631836,3
44875,787.846,301.5002544,0.776680505,239.0326851,0.990312045,0.908514069,0.79281089,0.006718669,3
58484,956.166,381.8160612,0.85690576,272.8811857,0.983651776,0.803859853,0.714692789,0.006528556,4
34441,675.683,228.6978291,0.543876991,209.4078393,0.988945041,0.947980998,0.915652939,0.006640278,5
34366,672.823,242.7083008,0.666029945,209.1797079,0.991345987,0.953975435,0.861856423,0.007062454,2
45085,773.652,264.8520015,0.573667635,239.5913289,0.990074006,0.946565416,0.904623441,0.005874504,5
47634,870.581,355.0814366,0.87157798,246.2711767,0.980506782,0.789784392,0.693562522,0.007454369,4
34236,692.679,260.9891145,0.767815032,208.7836896,0.990080685,0.896662153,0.799970872,0.007623236,2
39164,729.887,273.3550794,0.743161658,223.3050683,0.991995947,0.92381636,0.81690477,0.006979754,2
48233,879.325,359.1963177,0.878075051,247.8147755,0.987228033,0.783890313,0.689914577,0.007447107,4
69417,1047.174,366.4129998,0.747591875,297.2952564,0.979926312,0.795496006,0.811366563,0.005278433,1
50232,884.495,364.2169784,0.874150288,252.8979415,0.987497051,0.806862571,0.69436066,0.007250696,4
36697,701.975,248.5927869,0.6524594,216.1575157,0.990365413,0.93583037,0.869524488,0.006774199,2
53663,914.023,378.6001395,0.87738449,261.3921454,0.98801414,0.807180318,0.690417457,0.007055143,4
52105,863.127,333.8300125,0.802005587,257.5696925,0.990269305,0.8789008,0.771559425,0.006406871,3
36346,701.618,254.456725,0.696152822,215.1212786,0.991137411,0.927822802,0.845414003,0.007000955,2
53171,907.287,366.2212707,0.86094728,260.1911217,0.986474954,0.81169957,0.710475176,0.006887613,4
32032,662.22,243.3074442,0.724216022,201.9515018,0.989466531,0.917887243,0.830025988,0.007595762,2
54388,942.313,390.0364557,0.889473922,263.1519568,0.987328904,0.769701951,0.67468554,0.00717137,4
38567,707.74,245.2802759,0.574994225,221.5965467,0.991949588,0.967560741,0.903442178,0.006359848,5
29294,644.536,238.8184262,0.755261587,193.1276242,0.987194177,0.886123353,0.808679746,0.008152469,2
32034,663.121,242.6063435,0.719281053,201.9578064,0.988764739,0.915451777,0.832450642,0.007573401,2
35298,692.422,253.6627444,0.713588589,211.9971921,0.987826379,0.925162981,0.835744297,0.007186321,2
34862,702.718,264.0184917,0.769112436,210.6838319,0.98533111,0.887156025,0.797988923,0.007573246,3
29181,625.086,228.9899946,0.704281678,192.7547747,0.989521872,0.938491817,0.841760685,0.007847229,2
27755,612.78,222.3813023,0.696504222,187.9860728,0.987898203,0.928842184,0.845332188,0.008012297,2
32257,679.625,261.0839521,0.796838886,202.6595371,0.984706026,0.877597033,0.776223646,0.00809387,2
27397,684.768,226.7213185,0.731608639,186.7697615,0.969427833,0.734219576,0.823785618,0.008275407,2
48186,863.853,353.6268329,0.868622186,247.6940062,0.984754353,0.811429978,0.700438946,0.007338788,4
47604,816.603,307.5984807,0.766450105,246.1936134,0.989523572,0.897080401,0.800373308,0.00646161,3
73724,1080.903,367.5997336,0.710221586,306.3793599,0.976166517,0.792949099,0.833459146,0.004986161,1
38404,734.438,279.9279238,0.777864387,221.1277718,0.982903358,0.894697135,0.789945386,0.00728903,2
27806,612.108,222.7477683,0.697969923,188.1587064,0.990136381,0.932593258,0.84471646,0.008010781,2
52868,868.73,331.7295097,0.788642803,259.4487006,0.989703845,0.880304874,0.782109198,0.006274675,3
52323,910.584,380.3986606,0.886233393,258.1079478,0.988886999,0.792980433,0.678519602,0.0072702,4
41915,743.837,247.739465,0.491944234,231.014795,0.990992056,0.951971134,0.932490893,0.00591052,5
81862,1110.904,435.6896775,0.832572057,322.8466131,0.985043018,0.833564391,0.74100129,0.005322246,4
37388,707.703,232.9705016,0.478060848,218.1831343,0.989519373,0.93808032,0.936526869,0.006231157,5
38594,725.607,261.2436015,0.693102712,221.6741009,0.99024991,0.921142306,0.848534087,0.006769021,5
30446,689.021,255.9794432,0.805156627,196.8884232,0.981084652,0.80588893,0.769157166,0.008407654,2
82299,1145.17,421.062064,0.805165043,323.7071845,0.981058077,0.788614027,0.768787341,0.005116248,1
58526,977.222,410.3717132,0.895419817,272.9791523,0.988731776,0.770144531,0.665199729,0.007011785,4
187761,1664.833,615.0686123,0.768208999,488.942461,0.976894101,0.851282885,0.794939705,0.003275806,2
33461,681.475,251.5077962,0.737711063,206.4070454,0.989267975,0.905417581,0.820678518,0.007516446,2
57551,961.761,412.166493,0.901132084,270.6957869,0.99177983,0.781858954,0.656763205,0.007161761,4
26243,598.645,221.1871878,0.728986172,182.7939424,0.989741656,0.920205078,0.826421929,0.008428426,2
56889,951.582,384.2369343,0.868922572,269.1343985,0.986902366,0.789488352,0.700438647,0.006754152,4
38425,722.26,270.5623827,0.742748244,221.1882219,0.990335052,0.925628276,0.81751284,0.007041311,3
45971,795.948,306.4258874,0.780825598,241.9340718,0.991908687,0.911852144,0.789535355,0.006665635,3
30349,647.812,243.0052001,0.755065157,196.5745328,0.987312535,0.908774793,0.808931384,0.008007025,2
254616,1985.37,738.8601535,0.795805652,569.3743583,0.967161866,0.811731958,0.770611807,0.002901861,2
31020,650.302,242.4736009,0.73876722,198.7357308,0.987300678,0.921767684,0.819618012,0.007816686,2
41912,773.023,284.6662487,0.750828814,231.0065276,0.987186735,0.88138046,0.811499532,0.006791999,3
44709,807.598,309.1927221,0.80044148,238.5901649,0.986997218,0.86141881,0.771655178,0.006915671,3
60211,999.348,403.1209024,0.879637589,276.8808882,0.984386751,0.757621357,0.686843293,0.006695137,4
49783,911.096,374.9938875,0.88995417,251.7651371,0.985353205,0.753637757,0.671384642,0.007532569,4
30140,620.134,201.8478822,0.333679658,195.896503,0.99089325,0.984877069,0.970515523,0.00669701,5
45956,779.419,282.8423293,0.681263923,241.894598,0.992055954,0.950626919,0.855227711,0.006154633,5
64137,1007.701,393.1304149,0.839641806,285.7652265,0.960666836,0.793697709,0.726896764,0.006129542,4
40633,750.263,268.3977998,0.694307427,227.4544843,0.988132584,0.907113632,0.847452865,0.006605414,2
48495,846.321,323.4666807,0.802028787,248.4869246,0.982157323,0.850817851,0.768199445,0.006670104,3
38485,732.243,264.935208,0.713360152,221.3608454,0.987199877,0.901967517,0.83552823,0.006884116,3
34291,671.507,230.658067,0.569343533,208.9513274,0.990525434,0.955628131,0.905892129,0.00672649,5
49263,897.95,372.1063544,0.890616854,250.4468001,0.985516234,0.767761641,0.673051662,0.007553465,4
60621,934.49,324.5452044,0.675265737,277.8219834,0.983979353,0.872335695,0.856034782,0.005353676,1
34413,692.24,260.3677665,0.760263846,209.3226993,0.986752688,0.902441413,0.803950128,0.007565971,2
54037,920.421,375.4532964,0.867527997,262.3014397,0.972570688,0.801545271,0.698626014,0.006948078,4
62787,942.187,359.461842,0.784021012,282.7417396,0.989878447,0.888802733,0.786569551,0.0057251,1
183153,1627.014,608.6434692,0.774367242,482.9054176,0.988274716,0.869443412,0.793412633,0.003323142,2
38066,704.695,236.66274,0.498658155,220.1525301,0.991482822,0.963262663,0.930237392,0.006217169,5
43918,824.223,340.089725,0.87446345,236.4701553,0.987587137,0.81238699,0.695316965,0.007743743,4
68562,984.765,384.871051,0.802738013,295.4587106,0.984562804,0.888440059,0.767682344,0.005613475,4
62838,982.208,350.0976801,0.754878983,282.8565476,0.982980321,0.818512439,0.807936081,0.005571433,1
46092,774.513,268.3126145,0.577718211,242.2522592,0.992591955,0.965557172,0.902873164,0.00582124,5
79180,1108.719,380.7458768,0.712146555,317.513948,0.978074239,0.809435749,0.833926163,0.004808612,1
42316,770.012,293.4460478,0.777886363,232.1172216,0.989685899,0.896849325,0.791004763,0.006934636,3
37539,701.891,239.5729012,0.552300446,218.6232816,0.991940598,0.957531822,0.912554302,0.006381973,5
30616,650.285,240.7661412,0.738489952,197.4373366,0.988154795,0.909810282,0.820037799,0.007864063,2
45880,807.266,299.2660821,0.750513335,241.6944979,0.978209884,0.884707992,0.807624092,0.0065228,3
169559,1575.747,591.4136202,0.782653269,464.6388102,0.983983194,0.858139183,0.785641038,0.003487952,2
40234,760.325,277.2965658,0.741613597,226.3349726,0.987967783,0.874590054,0.816219891,0.006892095,2
43820,791.472,299.4778306,0.781423585,236.2061745,0.988250152,0.879045037,0.788726745,0.006834273,3
30609,649.193,238.8592449,0.729154384,197.4147645,0.988375472,0.912664901,0.826489946,0.007803563,2
37555,708.287,263.5239703,0.724398038,218.6698678,0.991524976,0.940717209,0.829791186,0.007017014,3
46907,857.564,335.5606652,0.841603097,244.3846299,0.979514701,0.80152014,0.728287476,0.007153744,4
72756,1090.293,366.1897586,0.721485799,304.3613253,0.982008125,0.769116681,0.831157393,0.005033121,1
45308,789.661,290.3709124,0.727657876,240.1831328,0.989689821,0.913068535,0.827159755,0.006408822,3
36592,698.499,239.8121644,0.585559966,215.8480517,0.990230834,0.94246327,0.900071321,0.006553677,5
37784,702.271,242.22684,0.570908765,219.3355488,0.991549887,0.962738472,0.905496471,0.006410831,5
46581,806.225,304.9538862,0.768032177,243.5339221,0.991443714,0.900546515,0.798592617,0.006546744,3
93235,1160.064,450.51242,0.809422984,344.5438854,0.992949722,0.870612583,0.764782213,0.00483201,4
46918,790.933,281.7664015,0.656230058,244.4132831,0.991064828,0.942475269,0.867432319,0.006005508,5
51150,841.317,310.3341344,0.734445811,255.1983595,0.991413564,0.908105222,0.822334159,0.006067139,3
50771,830.882,302.1716806,0.704435929,254.2511454,0.989958273,0.924159389,0.841412884,0.005951659,5
47701,856.953,352.2382779,0.870022306,246.4443132,0.989072738,0.816250275,0.699652277,0.007384295,4
61274,1025.583,350.3676822,0.769630821,279.314303,0.976945153,0.732056278,0.797203387,0.005718048,1
61626,991.168,409.1727315,0.881874726,280.1154408,0.989960001,0.788277806,0.684589708,0.006639612,4
46851,854.53,328.9176038,0.830617735,244.2387068,0.98362411,0.806258119,0.742552858,0.007020503,4
80862,1102.815,426.127665,0.818376922,320.8686586,0.977491417,0.835504924,0.752987156,0.005269814,4
51906,896.485,327.3825036,0.784997333,257.0773654,0.983552507,0.811598754,0.785250777,0.006307219,1
61261,1006.386,423.6661676,0.899088263,279.2846715,0.986171925,0.760089569,0.659209285,0.006915757,4
33666,676.104,253.0098956,0.741117358,207.03836,0.989710724,0.92549563,0.818301433,0.007515294,2
46925,776.375,256.5118827,0.41680171,244.4315152,0.993058642,0.978297764,0.952905233,0.005466423,5
57812,1003.281,403.8888811,0.891035966,271.3089098,0.983113681,0.72174317,0.671741468,0.006986246,4
93084,1338.893,405.8493977,0.689672559,344.264767,0.961840107,0.652518996,0.84825743,0.004360034,1
28182,620.635,223.3039122,0.691147353,189.4266002,0.987179487,0.91940984,0.848290558,0.007923636,2
40674,748.346,275.7774682,0.730271295,227.5692098,0.989370242,0.912687001,0.825191453,0.00678019,3
47659,817.095,303.8431455,0.752378072,246.3357941,0.990131716,0.89703561,0.810733425,0.006375357,3
51659,908.268,363.0639091,0.864403945,256.4649716,0.985238304,0.786915015,0.706390707,0.007028086,4
70235,1038.267,416.5836291,0.854643081,299.0417687,0.984869731,0.818738757,0.717843304,0.005931283,4
80009,1108.48,433.9133189,0.837707431,319.1717762,0.987716656,0.81826313,0.735565751,0.005423306,4
45328,795.88,295.0024359,0.747569176,240.2361382,0.989197565,0.89925164,0.814353066,0.006508172,5
28192,625.45,233.6954694,0.751289582,189.4602049,0.986838421,0.905629492,0.810714069,0.008289425,2
69741,1033.122,385.5547428,0.799338259,297.9882533,0.984764191,0.821097661,0.772881825,0.00552838,1
41759,773.648,286.0510065,0.758272566,230.5844968,0.985649208,0.876744681,0.806095736,0.006850044,3
33172,673.649,255.1735001,0.759464586,205.5137518,0.990534205,0.91857407,0.805388302,0.007692436,2
48711,833.397,312.5126173,0.768012367,249.0396986,0.989678783,0.881318819,0.79689486,0.006415648,3
61761,986.295,413.163532,0.886522669,280.4220881,0.99112559,0.79783029,0.67871936,0.006689716,4
29741,641.815,237.3907688,0.738713971,194.5955223,0.988828673,0.907289125,0.819726577,0.007981936,2
23913,579.246,215.5886664,0.754516998,174.4906222,0.985331081,0.895607746,0.809368253,0.009015542,2
39255,754.365,293.3298038,0.811738605,223.5643494,0.98707536,0.866845672,0.762160362,0.007472419,3
40592,764.567,279.1337364,0.744303069,227.3397009,0.984143917,0.872608051,0.814447239,0.00687657,3
48722,830.914,314.4130577,0.776617679,249.0678163,0.988295909,0.886794148,0.792167533,0.006453205,3
43683,785.42,306.1525448,0.803383503,235.8366448,0.991781133,0.889853286,0.770323974,0.007008505,3
41417,760.493,275.387416,0.714315574,229.6383292,0.988802941,0.899907891,0.833873721,0.00664914,3
80420,1161.915,413.4325044,0.799702352,319.9905064,0.979775828,0.748557586,0.773984878,0.005140916,1
68153,1029.375,358.2789264,0.735617924,294.5761272,0.984059373,0.808253527,0.82219775,0.00525698,1
60721,968.072,394.1581114,0.865547257,278.0510356,0.991314711,0.81420443,0.705430201,0.006491298,4
68888,1079.833,364.5529324,0.748929512,296.1603042,0.978133697,0.742403908,0.812393147,0.005291966,1
46331,822.692,309.5139071,0.784835642,242.8795202,0.98455098,0.860214957,0.784712786,0.006680493,3
51881,869.561,330.2863293,0.792573559,257.0154486,0.988002514,0.862220007,0.778159511,0.006366229,3
57886,985.808,389.5884164,0.873102576,271.4824935,0.983084814,0.748511932,0.696844367,0.00673027,4
70966,1038.128,361.0201192,0.718731052,300.5939413,0.984626911,0.827481668,0.832623794,0.005087227,1
43621,788.221,300.0234133,0.785693945,235.669222,0.991251193,0.882286185,0.785502769,0.006877958,3
54130,931.577,377.6274612,0.873783517,262.5270587,0.985364255,0.783809235,0.695201186,0.006976306,4
36534,707.902,266.0706778,0.752220931,215.6769193,0.98884859,0.916137815,0.810600105,0.007282824,2
76480,1065.587,374.26012,0.711087464,312.0534576,0.982768147,0.846408305,0.833787628,0.004893569,1
78753,1088.013,376.4923472,0.70464565,316.6566498,0.985928365,0.836004859,0.841070615,0.004780673,1
31175,661.358,234.0135647,0.687315313,199.231631,0.987300481,0.895659844,0.851367874,0.00750645,2
55135,901.067,350.8034385,0.818318375,264.9529436,0.989270271,0.853341906,0.755274648,0.006362627,3
33013,652.684,223.7818539,0.542223823,205.020626,0.991708973,0.973842946,0.916162872,0.006778598,5
50124,827.876,291.3830171,0.657777447,252.6259269,0.988288182,0.919020079,0.866989193,0.005813243,5
45940,813.641,302.3962409,0.766336675,241.8524854,0.989616992,0.872037588,0.799786679,0.006582417,3
33587,672.575,240.3770452,0.668918861,206.7953012,0.986895072,0.933038657,0.860295545,0.007156848,3
34778,699.833,246.961998,0.68491318,210.4298574,0.982873615,0.892330284,0.852073838,0.007101098,2
35680,703.303,257.4026315,0.726639024,213.1412371,0.988365651,0.906462349,0.828046069,0.007214199,2
71782,1024.023,401.4478656,0.818202502,302.3171861,0.982090818,0.860212989,0.753067115,0.005592598,4
45550,797.549,296.9324933,0.750030966,240.8237141,0.988219469,0.899877712,0.811038601,0.006518825,3
58846,947.248,376.1807897,0.843319721,273.724413,0.988742523,0.82413701,0.727640593,0.006392631,4
55059,944.732,344.3276911,0.803569728,264.7702704,0.983723423,0.775212793,0.768948526,0.006253795,1
52772,868.829,328.3829906,0.779465473,259.2130345,0.988739625,0.878506139,0.78936194,0.006222675,3
33641,684.885,260.5239577,0.773804322,206.9614735,0.9892666,0.901246211,0.794404765,0.007744239,2
78720,1086.768,429.9180172,0.833762433,316.5902983,0.978581107,0.837570293,0.736396907,0.005461357,4
45984,790.582,293.5218655,0.732682275,241.9682773,0.991825378,0.924533743,0.824362018,0.00638313,5
74641,1042.506,405.223265,0.811845133,308.2788881,0.984203378,0.863038534,0.760763053,0.005428964,4
83749,1122.304,436.0196041,0.825016208,326.5463805,0.9873267,0.83554236,0.748925914,0.005206266,4
36532,697.29,243.796607,0.618906929,215.6710158,0.990214946,0.944183571,0.884635018,0.006673508,5
60024,959.984,356.1646862,0.796430432,276.4505931,0.984726438,0.818477618,0.776187544,0.005933705,1
34618,693.466,256.5277853,0.740310558,209.9452466,0.988633767,0.904610224,0.818411333,0.007410243,2
49460,833.355,310.731804,0.750332918,250.9470619,0.980376611,0.894960536,0.807600184,0.006282487,3
34908,747.326,281.8264912,0.825756839,210.8227835,0.978472923,0.785442953,0.748058788,0.008073407,2
37881,730.471,273.7763156,0.763818571,219.6169101,0.986947006,0.892124243,0.80217644,0.007227273,3
33133,668.032,239.6109719,0.6751844,205.392906,0.989635603,0.932988072,0.857193243,0.007231792,2
34727,698.375,260.6260974,0.757000536,210.275509,0.987375963,0.894745993,0.806809107,0.007504999,2
39951,718.307,247.2965346,0.553430279,225.5375646,0.992152383,0.973010039,0.912012637,0.006189996,5
34697,703.876,258.2965128,0.747871065,210.1846628,0.987533798,0.880054312,0.813734032,0.007444347,2
48217,852.619,333.8196987,0.829442106,247.7736692,0.981356726,0.833489315,0.742238011,0.006923278,4
51916,880.623,353.1858624,0.846856723,257.102128,0.98887619,0.841261549,0.727951358,0.006803025,4
39433,744.37,279.8295103,0.76570517,224.0706473,0.989262688,0.894317974,0.800739876,0.007096328,2
44487,782.475,299.631194,0.774572848,237.9970748,0.992282471,0.913065729,0.794300058,0.006735253,3
59162,930.748,355.3124322,0.801297596,274.458372,0.987877371,0.858199956,0.772442355,0.006005754,1
33400,682.854,261.2171063,0.780763929,206.2188177,0.988662937,0.900120422,0.789453725,0.007820871,2
34723,702.478,274.0875778,0.807182909,210.2633984,0.988386325,0.884222677,0.767139467,0.007893545,2
62157,985.188,409.6236476,0.88094072,281.3196587,0.992400172,0.804751292,0.686775923,0.006590145,4
45862,778.266,274.2327099,0.629309012,241.6470815,0.992855906,0.951495499,0.881175267,0.005979519,5
37743,719.24,262.5437298,0.712416464,219.2165143,0.988942749,0.91685069,0.834971433,0.006956091,3
37809,730.232,267.8432046,0.739269318,219.4080991,0.987412186,0.89101155,0.819166196,0.007084112,2
49835,855.615,328.7988122,0.806412082,251.8965913,0.982706263,0.855436048,0.766111622,0.006597749,3
82762,1112.693,438.5255345,0.833442806,324.6164679,0.990236665,0.840020973,0.740245305,0.005298634,4
37216,729.942,288.9452027,0.820976874,217.6806902,0.98899814,0.877733857,0.753363227,0.007764005,2
49226,831.527,317.1805409,0.7806636,250.3527308,0.989527007,0.89464698,0.789306715,0.006443354,3
41418,782.706,296.516688,0.796704774,229.6411014,0.984104355,0.849574878,0.774462655,0.007159126,3
80021,1134.74,370.51982,0.668341564,319.1957105,0.978730431,0.780946189,0.861480799,0.004630282,1
49839,878.701,363.4661926,0.876500871,251.9067003,0.990736507,0.811142099,0.693067761,0.007292807,4
43626,760.859,264.4892473,0.606335563,235.6827282,0.990689436,0.946993275,0.891086237,0.006062652,5
35414,680.978,237.1379832,0.596285403,212.3452501,0.991183632,0.959662852,0.895450181,0.006696165,5
50108,915.587,381.3487274,0.897420563,252.5856035,0.984169384,0.751134478,0.662348096,0.007610536,4
54957,897.669,346.6335391,0.810178669,264.5249056,0.98558132,0.857038686,0.763125537,0.006307359,3
38602,712.975,246.9570943,0.590895708,221.6970746,0.990328125,0.954269551,0.897714946,0.006397521,5
30628,651.095,242.0169519,0.739255624,197.4760258,0.988063746,0.907903692,0.815959478,0.00790182,2
85695,1156.716,406.8040568,0.750690509,330.3184263,0.981176794,0.804844279,0.811984101,0.004747115,1
75608,1063.245,419.5405317,0.832576739,310.2693918,0.982764447,0.840448132,0.73954569,0.005548891,4
