 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve,target_class
132.53125,57.15001333,0.124250262,1.121237458,11.69903451,13.56204175,0
98.5859375,42.8289708,0.371875654,2.252508361,18.11228778,9.982083814,0
91.59375,45.98376709,0.300605411,2.293478261,19.89235221,9.144171542,0
123.53125,54.47948833,0.17132872,3.025919732,16.64342239,8.285539937,0
120.03125,52.6640202,0.138897748,27.23411371,66.51294571,2.171200846,0
111.6015625,45.40018926,,1.767558528,14.42178134,10.99134633,0
148.953125,38.45794362,-0.181482952,8.819397993,36.88222453,4.295720412,0
107.5390625,60.05347908,,1.454849498,11.56610208,12.7624478,0
52.171875,42.30157898,2.722891102,51.67307692,73.10242261,1.266461628,1
84.515625,37.59362986,0.658241023,0.782608696,9.177617379,20.11208291,0
52.6640625,45.75226725,2.836384964,28.45568562,59.5971471,2.178404057,1
111.5625,42.10213586,0.319276476,1.281772575,13.76650856,13.80589309,0
115.6640625,56.01886922,,3.128762542,16.08922058,7.792529214,0
114.0703125,49.16286448,0.244839473,2.142976589,16.98712258,9.218707393,0
119.5234375,47.21906475,0.061022624,2.04264214,15.35866693,11.0075163,0
129.828125,51.82197733,0.256699182,2.610367893,19.14118534,8.500974834,0
101.53125,43.36796368,0.111792062,6.025083612,36.3838148,5.888983033,0
100.1953125,37.15719534,0.312657897,0.428093645,8.526606796,24.8038265,0
113.734375,49.76483516,0.234356425,1.456521739,12.23059992,13.25410021,0
124.7421875,62.55013565,0.108333984,57.32441472,86.13998547,0.984588969,0
118.0546875,44.30475225,0.114754042,2.766722408,,8.851410757,0
115.421875,49.9455343,,4.655518395,22.46290278,5.759392171,0
121.2578125,45.54311935,0.32525696,1.617892977,13.29144547,11.91267784,0
117.875,50.54700782,-0.044023982,2.637959866,15.8032488,8.437251924,0
130.7109375,45.45398641,0.023009288,2.128762542,13.61585278,10.86426554,0
127,43.40470885,0.282167923,2.632943144,15.09695151,8.68675508,0
119.140625,57.01969703,0.377410768,90.9506689,87.70049218,0.273336943,0
131.921875,46.90975534,0.000729725,0.857859532,11.83589843,16.21052894,0
125.453125,54.30870375,0.092152786,1.568561873,17.26774638,11.57177242,0
127.3984375,46.85655301,-0.079989624,3.72826087,19.45741179,7.56347864,0
75.8125,46.96720099,1.623910841,134.4874582,86.85156682,-0.405338234,1
143.90625,51.88726323,0.0071787,4.823578595,25.03829467,6.425474309,0
153.4921875,40.59999155,-0.34365891,7.142140468,36.80298533,5.162358364,0
120.4921875,51.48573772,0.096228603,3.43645485,24.37475959,7.727276732,0
154.1015625,55.90894381,-0.255645137,85.97575251,76.64814659,-0.192980405,0
134.25,46.67239548,0.095923397,2.117056856,,10.15238859,0
126.4296875,53.59799489,-0.064292269,5.454849498,25.31788801,5.615750011,0
143.0859375,51.88358774,-0.048792376,2.233277592,,10.47890412,0
109.1640625,48.31339381,0.410791543,2.682274247,17.15118843,7.920423264,0
106.6640625,43.44218092,0.275735136,1.75,14.47672131,10.83796123,0
109.875,38.05608526,0.235300247,1.067725753,14.00034383,15.21866937,0
114.1484375,54.87216534,0.533445955,9.346153846,38.22321228,4.240435218,1
90.0703125,45.28299619,0.768028323,1.100334448,12.16456144,13.9498853,0
135.984375,45.56845544,-0.201917942,3.775083612,20.53027167,6.615413415,0
123.953125,52.00658903,0.08328876,1.760869565,13.04307274,11.38848453,0
60.71875,37.98003947,2.314699831,17.06856187,48.22508869,3.301562763,1
122.3828125,55.96568719,0.095371655,0.760869565,11.1326604,17.09836446,0
110.375,46.88666522,0.034348551,1.626254181,13.45150884,12.7205577,0
118.6640625,46.76174273,0.256989404,2.860367893,21.9792712,8.496340971,0
135.046875,58.13747976,0.054655989,2.286789298,17.26995553,9.468275991,0
123.5,46.90665598,0.050090605,1.595317726,15.09064401,12.03573852,0
116.8359375,48.03331808,0.368218272,2.738294314,17.27524294,8.667335968,1
56.484375,38.32284411,,8.163879599,38.32168758,4.963654531,1
73.4140625,41.11655068,0.775154402,2.77006689,16.24817377,8.066246349,0
122.5078125,38.92279941,,2.464046823,18.61508213,8.316367245,0
115.296875,50.66655075,0.220608152,4.159698997,22.99764597,6.193105366,0
107.625,43.40470885,,2.355351171,14.9405728,9.358816573,0
122.7734375,55.22825008,,6.502508361,32.2430801,5.113098118,0
127.5625,47.20595666,0.217553111,3.60367893,25.4167298,7.334659658,0
128.359375,54.63697443,0.061963272,1.925585284,13.25711701,10.4201342,0
127.6875,47.63168424,0.207934528,3.367056856,,7.56056384,0
128.875,41.51543388,,2.244983278,13.33417981,9.84704074,0
120.8828125,50.31116009,-0.218016965,30.33277592,62.78061789,2.12418735,0
102.2578125,41.36352675,0.22884818,2.234949833,14.33448315,9.561480443,0
125.28125,58.62992217,-0.055635911,3.051839465,20.6181396,8.163140691,0
155.5390625,60.13057437,-0.924501179,145.9531773,89.30809557,-0.482838959,0
120.1328125,48.67195212,,1.652173913,,12.08496804,0
122.96875,46.94643515,-0.044211733,2.571906355,16.45020906,8.91514188,0
101.3359375,49.19576286,0.588679004,4.85451505,26.99019216,6.453153284,1
136,40.17442439,-0.217518258,0.974080268,11.7643457,14.51909453,0
82.1953125,37.85809412,,1.071906355,13.71343774,14.87489854,0
127.9375,40.6287979,0.298602505,2.454849498,17.03460382,9.124887933,0
90.90625,49.94644593,0.565119762,3.706521739,18.08212381,7.054453341,0
121.1015625,54.56687981,-0.105875674,2.299331104,18.32635307,11.49575646,0
126.0703125,42.51345074,-0.038228974,2.31270903,14.59248692,9.682617636,0
115.34375,56.99046487,0.228566401,4.431438127,,6.8804716,0
126.0703125,47.98456516,-0.033484576,13.19816054,40.21202207,3.203876031,0
130.0546875,48.46508224,0.044099772,2.637959866,15.95987435,8.500737849,0
86.4375,44.84691844,0.75102619,1.939799331,15.79264852,11.07273871,0
64.6796875,37.08245323,,2.183110368,15.04427409,8.953978404,0
35.4140625,30.11476158,,33.01170569,51.02871377,2.04042602,1
119.234375,54.07467123,-0.020239711,33.72408027,69.05211634,1.941636943,0
132.796875,46.46459663,-0.252660478,2.398829431,15.3222017,9.265324332,0
139.9921875,50.49342409,-0.281326991,5.095317726,28.51891841,6.253299859,0
112.375,47.96352781,0.105088389,3.47826087,20.60900611,6.546977216,0
113.3125,47.04182813,0.278200973,3.298494983,17.72967859,7.526866393,0
64.546875,37.91723293,2.393784319,74.34615385,88.4348422,0.636055191,1
105.8203125,46.46780364,0.563576247,1.277591973,,12.86036851,0
118.3046875,49.68141607,0.07330806,9.404682274,39.802608,4.365747313,0
145.25,54.56189146,-0.132275023,5.841137124,30.47458802,5.9178454,0
128.234375,56.10042396,,21.17725753,56.48187934,2.560545281,0
83.171875,46.93880813,0.676806439,0.494147157,9.067701467,22.72020392,0
126.0703125,43.1610689,0.108815136,2.556856187,17.85577518,9.32569027,0
131.3671875,60.13446795,-0.128236973,2.463210702,16.3094393,10.01656255,0
97.7578125,51.5574234,0.789374509,2.663043478,20.47196481,9.948226346,0
121.125,45.68643125,,1.484949833,10.96340557,14.88685013,0
99.875,47.92099618,0.198011912,2.469899666,,8.989385874,0
146.5859375,43.39202248,-0.106831429,3.487458194,18.71880486,7.56116133,0
105.0859375,44.86891103,,1.911371237,12.8216674,11.27927956,0
112.0859375,52.17848385,0.376452127,2.79180602,19.15709479,9.638645513,0
63.609375,33.49469043,2.495788534,16.27675585,52.56201461,3.254799608,1
112.046875,50.36923965,,2.025083612,,9.191298983,0
128.4921875,55.85849814,0.247963219,24.37040134,63.53372496,2.386761312,0
111.265625,47.75924066,0.417620802,3.309364548,21.67573307,8.217157285,0
144.703125,43.73184612,-0.308911459,2.809364548,17.19936549,8.389627349,0
138.9765625,45.77005449,-0.003719429,3.218227425,22.13798402,7.638368294,0
116.875,39.03824247,0.297036517,2.951505017,21.0436556,8.042283823,0
97.4140625,51.66244516,,1.699832776,15.26820532,11.0081241,0
139.8125,50.58574867,-0.343295214,2.715719064,,8.825092578,0
108.375,48.5315619,0.196587533,1.97993311,,10.90544539,0
133.5546875,55.53079222,-0.148722071,1.227424749,13.87184959,13.38283454,0
142.140625,50.07615051,0.08996234,1.381270903,16.02245864,12.87583299,0
127.9765625,48.00430724,,3.591973244,21.2281145,7.15482972,0
104.9140625,34.95064094,0.483298797,0.975752508,12.29875788,14.43483854,0
152.5625,47.17036113,,8.525919732,35.63112526,4.681125726,0
64.921875,40.97018912,2.114968542,1.722408027,13.96184,12.93879994,0
84.46875,37.91704298,0.585512772,3.584448161,19.4143878,6.721415138,0
124.6953125,52.90595409,0.427853306,2.942307692,20.03940556,8.16573571,0
146.4140625,55.15992762,-0.153022924,98.15635452,85.14129394,0.076009666,0
114.453125,48.31664105,,4.076923077,23.95691721,6.697420303,0
109.1328125,38.94274064,,1.866220736,13.57927902,10.68159767,0
134.84375,53.4312405,-0.108108314,2.62541806,17.58073083,8.198577554,0
115.4296875,48.53102802,0.126050337,1.607859532,13.92217638,11.32965492,0
132.1171875,50.26004581,-0.043431965,122.0334448,73.24224857,-1.014506531,0
105.1171875,45.09202762,0.464847891,4.283444816,23.96731526,6.562543005,0
113.2578125,51.2140493,0.196010629,1.386287625,13.69030169,12.33285162,0
98.40625,51.29075171,0.421885323,3.683946488,23.99659486,7.378553667,0
82.21875,35.5433137,,3.908026756,21.43606584,6.535903936,0
111.15625,45.39125699,0.28296161,7.036789298,33.37839684,5.055094647,0
103.15625,42.00473141,0.231941895,2.357023411,14.36308183,9.638757512,0
108.1796875,46.47385582,0.280070368,2.530100334,14.08027381,9.234348527,0
117.3984375,46.60293376,0.269917496,2.097826087,14.15553694,9.309739546,0
124.4921875,45.21977514,,3.706521739,25.73845796,7.459985957,0
51.3046875,55.13202316,,40.35785953,65.63761639,1.586397716,1
115.6796875,49.96450828,0.06167517,0.690635452,11.05601182,18.08321297,0
94.7734375,48.13948075,0.560923105,12.72826087,46.58635206,3.735397049,1
97.4921875,40.73293279,0.077957026,5.37541806,30.41868426,5.969443757,0
119.203125,70.1511047,0.081544922,13.2458194,50.69572595,3.724359482,0
103.171875,46.54418421,0.593059399,1.456521739,14.80810191,11.65564845,0
97.8515625,40.72431895,0.545522272,2.72993311,17.05405944,8.284555671,0
119.2421875,49.06528592,,3.088628763,,8.29397826,0
103.4375,49.4854382,0.211492687,7.084448161,31.70701566,4.799010727,0
110.1015625,39.50985633,0.533112464,12.4632107,46.49885262,3.743877519,0
110.6875,47.6975743,0.332310226,7.668060201,30.56687416,4.328753001,0
122.7421875,50.04002243,0.083658295,2.467391304,17.04483877,9.34714862,0
118.359375,62.29901865,,7.987458194,35.43283264,4.612162537,0
123.1953125,50.86610159,0.08148965,3.311036789,23.31133429,7.985741072,0
100.375,50.840744,0.385923112,8.602006689,37.63004825,4.450499471,0
133.2109375,47.39093603,0.011513433,5.580267559,26.14126299,5.804921499,0
126.328125,52.17415389,-0.054115317,2.900501672,17.71842096,8.303748788,0
133.75,51.01087507,-0.169757203,20.17140468,55.13984852,2.586884737,0
72.0546875,37.43396448,1.649153423,12.61622074,42.82000171,3.663286652,1
112.1640625,48.5260525,0.140295196,2.193979933,13.35610155,9.908830087,0
110.46875,44.96108343,0.316186815,2.255016722,15.4067814,8.906187567,0
128.15625,46.69054332,-0.155499405,2.799331104,15.98493855,8.510711219,0
90.4453125,43.91856964,0.887704461,2.066053512,12.49681504,10.426202,0
128.140625,51.571512,-0.01303637,1.731605351,13.18782647,11.37525066,0
107.4296875,41.47602538,0.153502121,2.829431438,19.25904218,8.419240731,0
92.8828125,38.09581282,0.345262605,2.43812709,19.10620776,8.740337381,0
95.015625,35.21363026,0.615148079,0.434782609,,24.19964651,0
129.5,48.76009511,-0.049682779,6.180602007,28.66545282,5.72629534,0
128.5703125,50.16000704,0.058190897,1.491638796,,14.55837738,0
131.84375,48.19887795,0.047801311,4.074414716,22.22965375,7.252565138,0
95.25,39.01782445,0.406162834,0.903010033,12.3529054,14.98838113,0
118.28125,54.16467044,0.284266265,1.693143813,12.7884898,11.91119611,0
106.1875,39.4144148,0.35692357,3.961538462,22.37533712,7.014834108,0
84.078125,36.8530887,0.960806701,2.566889632,18.62460632,8.117827871,0
139.421875,46.89842904,0.143530112,31.55351171,67.98361729,1.810144879,0
88.078125,34.93042401,0.697019501,0.922240803,13.30142474,15.06140405,0
96.984375,47.15781092,0.599829133,7.774247492,33.21802719,4.482570167,0
118.34375,50.00381821,0.128555447,2.142140468,19.37643804,9.995806289,0
136.6640625,52.6283071,0.067857282,4.382107023,24.80536908,6.734455255,0
13.2265625,31.71164387,5.623710282,143.1722408,63.896188,0.138212003,1
138.03125,46.43526029,-0.049621033,2.626254181,14.75082719,8.804564692,0
88.9375,38.61645334,,1.795986622,17.55064865,10.52891651,0
97.5546875,37.93370216,0.415158065,2.052675585,,9.862356949,0
105.84375,44.11374458,0.340814611,1.299331104,13.31672445,12.56537792,0
107.1796875,58.46225192,0.344578713,2.611204013,18.80177823,9.14577021,0
128.515625,56.33950995,-0.156474423,119.6981605,76.31608949,-0.875137827,0
117.75,47.1887831,,2.369565217,16.05760565,8.61997738,0
116.3671875,46.34751057,-0.058700156,2.483277592,19.03632915,9.178604571,0
120.46875,52.17397841,0.225644815,2.091137124,15.8869087,9.636522938,0
93.734375,50.2642213,0.437706347,24.38879599,56.34158994,2.145112523,0
105.3671875,44.84415219,0.406818295,6.287625418,33.41443244,5.533563572,1
123.8359375,48.72415619,0.286686845,4.551839465,27.01730193,6.329645853,0
129.484375,42.31355877,,2.60451505,15.01019541,8.595843373,0
137.390625,50.12472481,-0.122918273,2.587792642,15.36647585,8.611574304,0
130.2890625,47.93732111,0.147627319,3.482441472,21.71987652,7.417604246,0
112.3125,47.15860042,0.556695553,1.22909699,14.19487011,13.91668216,0
112.0703125,51.65815878,0.288403299,1.93729097,13.36183781,10.58859344,0
124.7109375,49.29869933,0.100665697,3.821070234,,6.98203544,0
143.7578125,52.1938613,-0.090352337,1.818561873,13.14409553,10.89033281,0
93.4375,49.53624778,,4.880434783,,6.337939716,0
116.015625,46.59834767,0.188559117,1.60451505,11.14835859,13.05188289,0
130.5703125,50.14520846,0.05649006,1.7090301,11.46474684,12.50073723,0
111.6953125,50.04491086,0.034964343,2.305183946,17.4192261,9.350106703,0
101.8125,44.49539126,0.507810519,3.168060201,19.89347089,6.958780207,0
113.0546875,47.9155032,0.512237785,1.235785953,14.6368387,13.67109613,0
145.65625,45.56733299,-0.311782216,2.244147157,14.26618394,9.951955132,0
108.53125,54.2260802,0.317010216,1.876254181,13.34297022,10.66726253,0
66.78125,32.65825353,2.623626489,14.80852843,,3.617249692,1
98.9921875,45.38937377,0.408522546,1.950668896,15.84878611,9.932203919,0
100.9296875,42.51326697,0.333591654,2.273411371,14.58648509,8.880086248,0
105.2421875,47.05278719,0.398089263,1.099498328,13.77170405,15.17531283,0
112.3125,51.77214955,0.198717432,3.923913043,22.33374241,6.929848287,0
123.0703125,44.85396157,-0.006467058,4.898829431,29.0695274,6.194617212,0
102.96875,40.47895624,0.57761122,2.421404682,15.63402547,9.178656963,0
46.28125,34.20433486,4.047551177,30.2416388,61.26358403,2.273136348,1
133.921875,60.35281805,-0.141441818,179.2458194,48.15338968,-1.437906902,0
114.90625,54.3667289,0.425964869,1.826923077,16.451133,10.11596988,0
115.125,43.55994433,0.500494603,4.814381271,25.78112128,6.65260076,0
175.5234375,52.56438981,-1.444554581,169.7316054,81.28118566,-0.865513605,0
128.1171875,54.11671719,-0.07155776,4.513377926,22.08627023,6.732853511,0
124.21875,45.92911275,0.043364444,1.394648829,13.72196826,12.35154403,0
111,40.56765183,,21.17976589,56.4123195,2.469955614,0
67.8046875,32.19546227,2.319887103,23.81856187,59.16786129,2.556585025,1
112.328125,49.7938107,0.303829688,39.92809365,,1.36473134,0
84.9765625,34.51459493,0.695900305,2.244147157,14.41747097,9.574672232,0
131.8125,46.85478731,-0.112190423,4.120401338,21.35338636,7.093890877,0
137.0859375,49.38592084,0.010375672,6.573578595,31.47219037,5.325961216,0
93.4140625,42.76306952,1.223184514,4.013377926,25.74157306,7.120837821,1
120.46875,44.88055981,0.281096991,1.464046823,12.20948196,12.64342658,0
98.7421875,39.81858197,0.382145495,4.912207358,26.03984248,6.152003299,0
123.9453125,50.96005001,0.013047081,2.498327759,13.79584169,9.029021129,0
116.109375,51.2154204,0.301822235,2.752508361,,8.873645809,0
98.171875,43.36060809,0.36203417,2.429765886,15.30479356,10.39669914,0
115.3046875,43.65320696,0.448319263,3.158026756,21.37875381,8.347430469,0
108.1484375,46.44756618,0.297216999,18.92056856,54.88688165,2.588884223,0
143.96875,49.97685988,-0.265984734,13.07274247,44.2860936,3.42019432,0
39.953125,31.47217506,3.881382536,33.98913043,68.01901206,1.960623313,1
106.046875,42.07505559,,3.122909699,19.92492037,7.313482771,0
119.296875,46.45417086,0.202629139,3.748327759,,6.414682286,0
120.5390625,56.72809356,-0.03558993,2.390468227,14.42042666,9.4890096,0
121.890625,56.07740665,0.207861982,1.356187291,11.9889255,12.25849788,0
106.3203125,44.39259046,0.299355683,0.870401338,12.79164496,15.80548804,0
126.6328125,54.7539769,0.06603076,9.535953177,38.472327,4.272167249,0
138.078125,44.56116046,-0.154284067,4.529264214,25.48030218,6.401930428,0
128.5,41.83468208,,1.557692308,12.77189311,11.68162618,0
112.15625,50.43690946,0.196722352,1.565217391,12.22558016,12.11709094,0
145.640625,43.41383967,,1.157190635,13.66936521,13.14421033,0
116.046875,44.57522774,0.3128443,2.872909699,16.39624014,8.261596418,0
125.2890625,46.03805361,-0.063069957,3.923913043,,7.178116263,0
136.3984375,48.70724725,-0.052361153,0.769230769,11.10983127,18.12971574,0
139.6953125,42.05642761,-0.213161825,5.748327759,24.2900059,5.097661468,0
130.5234375,54.21988865,,2.927257525,17.86784147,8.244006197,0
110.1640625,42.83612986,0.343727221,3.7909699,25.14439475,7.034359954,0
125.4375,61.05987712,,12.51672241,44.76171271,3.609944226,0
99.0390625,44.89334624,0.437809939,1.224916388,13.33058248,13.77793617,0
118.78125,49.48215232,0.171593269,3.734949833,18.8592077,6.741757099,0
126.5,46.18356715,0.057896651,4.550167224,,6.19000559,0
120.828125,55.06233816,0.450009506,4.928093645,29.9448464,6.346589648,0
79.4453125,41.38666916,0.654340549,3.244983278,17.58170653,7.384537582,0
99.6875,46.80924555,0.47325229,1.090301003,14.23601372,14.25863999,0
99.3515625,47.484634,,0.905518395,,17.58396727,0
102.7890625,44.21037285,0.34302497,1.518394649,13.34287339,12.00633221,0
120.2265625,50.25920544,-0.01227802,6.131270903,26.38017001,5.433040281,0
121.5703125,44.49063869,0.390678828,1.183110368,11.22917615,14.86790019,0
123.859375,46.12241429,0.15628967,2.050167224,18.11813219,10.72019942,0
119.2421875,60.00712797,0.113041653,3.486622074,19.3325238,7.151282798,0
101.703125,43.90247704,0.171922232,5.737458194,28.65490032,5.609646849,0
101.0078125,41.5616064,0.247110802,2.153846154,19.59876993,9.595103422,1
112.0859375,48.61552404,,172.1730769,56.24569231,-2.077251034,0
146.8515625,46.18036816,,3.638795987,21.44644025,8.037058111,0
124.4296875,49.44515326,-0.030278797,1.824414716,13.02804818,10.45613445,0
118.515625,51.36876245,0.353937044,1.348662207,13.0949583,11.97221765,0
108.4453125,51.18911148,0.309100104,1.143812709,13.44489759,14.91516075,0
130.6328125,43.57354973,-0.008339935,2.367892977,15.22012747,9.54523885,0
139.1796875,49.7244648,-0.137740985,0.717391304,10.90727405,18.17104343,0
81.96875,39.96774823,0.663712187,1.977424749,12.16567594,10.97705112,0
122.359375,38.59418965,,2.408862876,20.09698612,9.430429839,0
87.8984375,44.78940999,0.712986985,0.642140468,9.127801083,20.82257622,0
148.5703125,47.60673593,-0.114136609,4.475752508,24.34541527,6.474049238,0
120.9609375,45.55429493,0.135199959,0.97909699,10.16537492,16.81094878,0
138.1171875,45.09583911,,9.394648829,36.08763634,3.94382155,0
107.21875,49.79346994,0.505552107,141.9122074,86.56406651,-0.733570759,0
108.390625,52.52844979,0.234966079,2.601170569,19.33126893,9.156936033,0
103.859375,46.71752455,,2.652173913,18.59642916,8.229137859,0
90.265625,36.03784564,0.505556233,2.406354515,14.84069565,8.768748587,0
92,42.38937809,0.636471379,6.347826087,26.63665002,4.78786338,0
51.1796875,33.578135,,47.2867893,72.85860815,1.386723455,1
125.828125,40.64751479,,2.096153846,13.04378856,9.97548635,0
130.5390625,38.38475087,-0.114142863,1.779264214,14.89078764,10.36404123,0
119.9609375,45.94058703,-0.179822404,2.119565217,15.78381072,10.10549454,0
88.453125,36.45735081,,3.183110368,22.09168526,7.470396264,0
124.15625,48.22853109,,2.756688963,19.72181526,9.250801079,0
136.140625,49.24741973,0.034855641,1.870401338,14.23926317,11.17914064,0
116.7734375,51.50397661,0.161774775,1.952341137,17.37974168,9.950067678,0
104.6171875,40.97066807,0.453615859,3.381270903,21.80703878,7.374700229,0
29.6875,28.96839603,,39.9138796,71.53276566,1.760260947,1
137.375,50.76277549,,7.561036789,33.47107952,4.782510025,0
55.9375,38.13888067,3.485556609,58.65133779,71.27619279,1.152046944,1
141.359375,57.67280208,-0.028592878,2.283444816,14.51930189,9.296009276,0
152.765625,50.57999301,-0.166093469,2.380434783,15.08027301,9.824548243,0
127.2578125,53.21745574,-0.010208848,7.193143813,,5.189581164,0
146.078125,54.1817845,-0.008001031,5.668896321,25.7642204,5.405640736,0
136.40625,46.06795889,0.197159213,3.277591973,21.50880351,7.214270568,0
94.1484375,46.52134756,0.542460906,2.900501672,18.88003758,7.870104051,0
115.8828125,48.98048417,0.126617465,2.77006689,16.33250264,8.666223212,0
117.6484375,57.72112236,0.14048657,6.31270903,30.54429656,5.342748616,0
122.5,55.76989555,0.176959414,1.739130435,17.45253019,11.13536222,0
134.8203125,52.87004019,0.22677335,1.007525084,11.70016052,14.99411312,0
120.6484375,43.63065684,0.450775905,3.504180602,21.63278547,8.190560592,0
89,40.32291532,0.707120158,2.046822742,12.69218079,10.5477481,0
113.6484375,48.44448979,0.287554759,5.285953177,27.86356217,5.633567351,0
124.4296875,48.1979453,,56.13545151,83.49463793,0.830307789,0
133.9765625,51.02396264,-0.125244006,2.015886288,17.83814958,10.06417647,0
28.7578125,30.13349105,5.840096278,75.10618729,,0.769681835,1
119.1171875,48.8827713,0.184980429,2.752508361,17.2971459,8.081887059,0
109.0625,46.82643317,0.290887949,4.217391304,23.74349899,6.858220193,0
120.6640625,53.76108568,0.113839251,21.4506689,55.27321989,2.502148287,0
156.375,43.69228336,-0.306123584,20.63461538,59.56243265,2.672781321,0
114.4453125,44.26073468,,1.394648829,15.59193594,12.3742124,0
112.9765625,41.13667479,,1.950668896,,10.95261816,0
150.1953125,48.38001566,-0.459504787,1.739966555,15.25853371,11.5354641,0
88.953125,39.22807098,1.282051664,98.50919732,90.32528035,-0.022611396,0
97.796875,49.57055568,0.52424471,1.109531773,13.19878413,14.09642408,0
106.1640625,34.6452507,0.364108313,1.843645485,12.96340881,11.51469692,0
107.90625,48.08414459,0.460846577,1.993311037,13.84106954,9.969395408,0
88.0234375,37.47237834,,3.072742475,19.02363148,7.673047994,0
99.015625,44.55579094,0.441214347,2.581939799,21.05616335,8.825088022,0
114.53125,42.14556944,,2.536789298,17.40467063,9.112338964,0
113.515625,45.21424423,0.487126633,2.315217391,17.2246169,9.638587747,0
114.0625,50.0443163,,2.056856187,17.08786397,9.439112889,0
106.7109375,50.9618657,,3.573578595,,8.102185077,0
52.4140625,35.95929281,2.764478065,6.075250836,28.52613112,6.007198672,1
136.4453125,49.50470442,-0.176497359,2.987458194,16.5775973,8.11076411,0
161.546875,43.61476588,-0.445529239,1.383779264,15.48828572,12.92627575,0
70.0703125,38.21284625,2.064123536,18.44565217,55.28513401,3.055454698,1
133.0390625,55.69720066,0.049424016,14.16722408,47.01695556,3.266380372,0
120.8359375,47.54730824,0.138009058,3.380434783,19.16169321,7.341913303,0
124.6328125,54.18931962,0.001898719,5.178093645,28.74872494,6.123285839,0
114.8203125,45.07275951,0.222060607,2.110367893,14.58441669,10.84924741,0
106.1328125,44.07829878,0.976642674,2.535117057,17.56210968,10.51112844,0
61.0234375,34.86703871,2.213494043,60.44230769,75.02874042,0.956489778,1
140.2578125,40.75656506,-0.363565874,1.137123746,11.261765,14.95840826,0
112.0703125,50.6373725,0.258507695,2.569397993,15.63529901,8.417976609,0
125.28125,55.24772867,0.035942616,4.972408027,24.29311823,6.121106486,0
130.6875,46.80123362,-0.086492372,2.877090301,22.32462182,8.565836039,0
57.15625,37.19468155,3.016280138,6.22993311,28.87019398,5.413000022,1
118.1640625,48.9195413,0.175343053,4.824414716,27.02611036,6.951054792,0
130.953125,50.46964734,-0.056728316,2.718227425,17.25904452,8.023364009,0
122.640625,50.79181381,0.007909467,27.20234114,52.60112918,1.831549097,0
91.40625,44.06590191,0.668507175,3.173076923,18.21208145,7.093335948,0
139.84375,51.82338358,,1.644648829,11.68704138,12.3289081,0
98.4609375,42.49777611,0.539861221,4.16638796,,6.714720049,0
123.3046875,53.12640566,0.090780243,39.32943144,78.42141436,1.599244065,0
142.3515625,48.77076318,0.052447541,3.237458194,24.1185506,7.958683767,0
142.8671875,59.1427525,-0.370005762,3.635451505,19.11379094,7.322244927,0
92.7578125,47.69528051,0.495228298,0.72909699,10.17177827,18.31850403,0
74.0546875,44.03005163,1.085605428,3.183110368,18.22382438,8.332448299,0
140.8125,50.76027451,0.002168473,2.393812709,14.38928189,9.439890043,0
116.8984375,42.56884862,0.388583254,3.962374582,25.14222598,6.909794952,0
114.8515625,51.16640894,0.111146092,1.852842809,13.2561622,10.50822232,0
125.9453125,55.42750172,-0.109594726,3.973244147,26.26398566,7.279112723,0
133.703125,58.45489171,0.125808891,1.940635452,14.25264117,9.58837748,0
109.9453125,48.89342821,,3.285953177,16.54446234,7.210892177,0
105.3359375,38.3388016,0.190534483,1.476588629,15.14402275,12.52626788,0
108.265625,51.69811475,0.253484823,1.859531773,12.46923979,11.13580839,0
117.1796875,52.60546454,0.149329336,54.16220736,,1.028058958,0
111.65625,55.56618203,0.239521574,2.0409699,13.87802191,10.74190934,0
128.6015625,45.50726931,0.080854627,6.822742475,35.67833371,5.280365499,0
96.484375,45.56125416,0.396412872,7.816053512,32.08623325,4.410365663,0
134.296875,38.33922587,-0.128321399,2.010033445,13.46523703,10.04793684,0
126.0078125,53.49072585,0.051876951,5.040133779,24.57675292,5.781485224,0
105.34375,46.4053872,0.464286775,1.883779264,15.50646767,10.54447573,0
109.3203125,51.89260749,0.386717797,1.678093645,12.54567128,12.57411112,1
103.53125,48.05822275,0.45449755,2.497491639,16.02613335,10.8267072,0
135.125,45.78891787,,3.928929766,20.72621656,6.818461633,0
105.8984375,49.49997472,0.471428523,3.214882943,21.27782017,9.331759528,0
109.765625,46.21932841,-0.036676476,4.096153846,22.22347621,7.608344924,0
118.8125,46.02406809,0.17543721,1.623745819,12.63478124,11.23960062,0
111.9453125,51.80451666,0.108248103,1.906354515,13.53125676,10.28259447,0
106.828125,52.50343878,,0.780936455,10.45017664,18.055405,0
139.3046875,41.68193527,,1.086120401,10.17087,16.4452854,0
116.875,51.07760639,,1.636287625,14.15882157,11.99424384,0
51.578125,34.26724232,3.231698289,10.16889632,39.93732426,4.19349118,1
108.0390625,34.91024257,0.321156562,3.899665552,23.72205203,7.506209958,0
124.4609375,51.1104659,0.207927561,1.014214047,13.97946291,15.21167538,0
120.8515625,56.1354514,-0.020668909,4.555183946,22.0333693,6.585557674,0
107.8125,40.67088755,0.503605896,2.743311037,,8.268599511,0
117.046875,40.17420258,0.411268616,2.10451505,14.8142325,9.673114783,0
91.3828125,41.31171919,,2.465719064,18.19573975,8.618116325,0
